DATA/PARCELA/VALOR DISTRIBUIDO
FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS, , 
, DEDUCAO SAUDE, 111.032_93D
, DEDUCAO FUNDEB, 148.043_91D
, DEBITO FUNDO, 259.076_84D
, CREDITO FUNDO, 740.219_62C
CFH   - COMPENSACAO FINANCEIRA RECURSOS HIDRICOS, , 
DATA, PARCELA, VALOR DISTRIBUIDO
31.05.2022, RETENCAO PASEP, 103_44D
, CFH-REC.HIDRICO, 10.344_22C
, TOTAL NA DATA, 10.240_78C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 103_44D
, CFH-REC.HIDRICO, 10.344_22C
, DEBITO FUNDO, 103_44D
, CREDITO FUNDO, 10.344_22C
ITA   - ROYALTIES DE ITAIPU, , 
DATA, PARCELA, VALOR DISTRIBUIDO
17.05.2022, RETENCAO PASEP, 4_06D
, ITA-ROYT.ITAIPU, 406_50C
, TOTAL NA DATA, 402_44C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 4_06D
, ITA-ROYT.ITAIPU, 406_50C
, DEBITO FUNDO, 4_06D
, CREDITO FUNDO, 406_50C
FUS   - FUNDO SAUDE, , 
DATA, PARCELA, VALOR DISTRIBUIDO
03.05.2022, REF.ICMS ESTADO, 14.770_47C
, TOTAL NA DATA, 14.770_47C
10.05.2022, ORIGEM FPM, 167.012_33C
, REF.ICMS ESTADO, 9.538_22C
, ORIGEM ITR, 122_31C
, ORIGEM IPM, 461_32C
, TOTAL NA DATA, 177.134_18C
17.05.2022, REF.ICMS ESTADO, 54.397_55C
, TOTAL NA DATA, 54.397_55C
20.05.2022, ORIGEM FPM, 23.374_18C
, ORIGEM IPM, 166_48C
, TOTAL NA DATA, 23.540_66C
24.05.2022, REF.ICMS ESTADO, 11.299_99C
, TOTAL NA DATA, 11.299_99C
30.05.2022, ORIGEM FPM, 75.522_42C
, ORIGEM IPM, 96_10C
, TOTAL NA DATA, 75.618_52C
31.05.2022, REF.ICMS ESTADO, 21.026_70C
, TOTAL NA DATA, 21.026_70C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM FPM, 265.908_93C
, REF.ICMS ESTADO, 111.032_93C
, ORIGEM ITR, 122_31C
, ORIGEM IPM, 723_90C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 377.788_07C
IPM   - IPI EXPORTACAO - COTA MUNICIPIO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
10.05.2022, DEDUCAO SAUDE, 461_32D
, IPM IPI-MUNIC, 2.460_43C
, TOTAL NA DATA, 1.999_11C
20.05.2022, DEDUCAO SAUDE, 166_48D
, IPM IPI-MUNIC, 887_91C
, TOTAL NA DATA, 721_43C
30.05.2022, DEDUCAO SAUDE, 96_10D
, IPM IPI-MUNIC, 512_56C
, TOTAL NA DATA, 416_46C
TOTAL POR PARCELA / NATUREZA, , 
, DEDUCAO SAUDE, 723_90D
, IPM IPI-MUNIC, 3.860_90C
, DEBITO FUNDO, 723_90D
, CREDITO FUNDO, 3.860_90C
RPM   - ROYALTIES PETROLEO COTA MUNICIPAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
17.05.2022, ANP LEI 7990/89, 246_22C
FEB   - FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF, , 
DATA, PARCELA, VALOR DISTRIBUIDO
03.05.2022, ORIGEM ICMS-EST, 13.933_62C
, TOTAL NA DATA, 13.933_62C
04.05.2022, ORIGEM IPVA, 11.147_69C
, ORIGEM ITCMD, 2.156_11C
, ORIGEM ICMS EST, 19.185_54C
, TOTAL NA DATA, 32.489_34C
10.05.2022, ORIGEM ITR, 256_23C
, ORIGEM IPI-EXP, 1.758_36C
, ORIGEM ICMS-EST, 8.997_81C
, ORIGEM FPE, 26.819_09C
, ORIGEM FPM, 65.946_05C
, TOTAL NA DATA, 103.777_54C
11.05.2022, ORIGEM IPVA, 10.383_90C
, ORIGEM ITCMD, 1.759_84C
, ORIGEM ICMS EST, 47.540_32C
, TOTAL NA DATA, 59.684_06C
17.05.2022, ORIGEM ICMS-EST, 51.315_54C
, TOTAL NA DATA, 51.315_54C
18.05.2022, ORIGEM IPVA, 11.349_34C
, ORIGEM ITCMD, 1.963_65C
, ORIGEM ICMS EST, 143.732_19C
, TOTAL NA DATA, 157.045_18C
20.05.2022, ORIGEM ITR, 64_19C
, ORIGEM IPI-EXP, 634_55C
, ORIGEM FPE, 3.761_88C
, ORIGEM FPM, 9.229_47C
, TOTAL NA DATA, 13.690_09C
24.05.2022, ORIGEM ICMS-EST, 10.659_76C
, TOTAL NA DATA, 10.659_76C
25.05.2022, ORIGEM IPVA, 23.605_35C
, ORIGEM ITCMD, 2.399_63C
, ORIGEM ICMS EST, 41.058_06C
, TOTAL NA DATA, 67.063_04C
30.05.2022, ORIGEM ITR, 96_30C
, ORIGEM IPI-EXP, 366_30C
, ORIGEM FPE, 12.116_55C
, ORIGEM FPM, 29.820_58C
, TOTAL NA DATA, 42.399_73C
31.05.2022, ORIGEM ICMS EST, 51.092_88C
, ORIGEM ICMS-EST, 19.835_38C
, TOTAL NA DATA, 70.928_26C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM ITR, 416_72C
, ORIGEM IPVA, 56.486_28C
, ORIGEM ITCMD, 8.279_23C
, ORIGEM IPI-EXP, 2.759_21C
, ORIGEM ICMS EST, 302.608_99C
, ORIGEM ICMS-EST, 104.742_11C
, ORIGEM FPE, 42.697_52C
, ORIGEM FPM, 104.996_10C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 622.986_16C
SNA   - SIMPLES NACIONAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
02.05.2022, SIMPLES NACION., 20_57C
, TOTAL NA DATA, 20_57C
03.05.2022, SIMPLES NACION., 371_96C
, TOTAL NA DATA, 371_96C
04.05.2022, SIMPLES NACION., 298_49C
, TOTAL NA DATA, 298_49C
05.05.2022, SIMPLES NACION., 25_74C
, TOTAL NA DATA, 25_74C
06.05.2022, SIMPLES NACION., 5_26C
, TOTAL NA DATA, 5_26C
09.05.2022, SIMPLES NACION., 38_28C
, TOTAL NA DATA, 38_28C
10.05.2022, SIMPLES NACION., 694_03C
, TOTAL NA DATA, 694_03C
11.05.2022, SIMPLES NACION., 190_48C
, TOTAL NA DATA, 190_48C
12.05.2022, SIMPLES NACION., 70_04C
, TOTAL NA DATA, 70_04C
13.05.2022, SIMPLES NACION., 22_45C
, TOTAL NA DATA, 22_45C
16.05.2022, SIMPLES NACION., 82_68C
, TOTAL NA DATA, 82_68C
17.05.2022, SIMPLES NACION., 41_23C
, TOTAL NA DATA, 41_23C
18.05.2022, SIMPLES NACION., 236_75C
, TOTAL NA DATA, 236_75C
19.05.2022, SIMPLES NACION., 5.997_67C
, TOTAL NA DATA, 5.997_67C
20.05.2022, SIMPLES NACION., 661_67C
, TOTAL NA DATA, 661_67C
23.05.2022, SIMPLES NACION., 1.084_15C
, TOTAL NA DATA, 1.084_15C
24.05.2022, SIMPLES NACION., 10.503_61C
, TOTAL NA DATA, 10.503_61C
25.05.2022, SIMPLES NACION., 282_30C
, TOTAL NA DATA, 282_30C
26.05.2022, SIMPLES NACION., 721_68C
, TOTAL NA DATA, 721_68C
27.05.2022, SIMPLES NACION., 130_90C
, TOTAL NA DATA, 130_90C
30.05.2022, SIMPLES NACION., 211_88C
, TOTAL NA DATA, 211_88C
31.05.2022, SIMPLES NACION., 63_20C
, TOTAL NA DATA, 63_20C
TOTAL POR PARCELA / NATUREZA, , 
, SIMPLES NACION., 21.755_02C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 21.755_02C
ADO   - LC 176/2020 (ADO25), , 
DATA, PARCELA, VALOR DISTRIBUIDO
30.05.2022, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, TOTAL NA DATA, 4.424_80C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, DEBITO FUNDO, 44_69D
, CREDITO FUNDO, 4.469_49C
BAP   - BONUS ASSINATURA PETROLEO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
20.05.2022, BONUS ASS MUNIC, 200.642_55C
, RETENCAO PASEP, 2.006_42D
, TOTAL NA DATA, 198.636_13C
24.05.2022, BONUS ASS ADIC, 53.633_91C
, RETENCAO PASEP, 536_33D
, TOTAL NA DATA, 53.097_58C
TOTAL POR PARCELA / NATUREZA, , 
, BONUS ASS MUNIC, 200.642_55C
, BONUS ASS ADIC, 53.633_91C
, RETENCAO PASEP, 536_33D
, RETENCAO PASEP, 2.006_42D
, DEBITO FUNDO, 2.542_75D
, CREDITO FUNDO, 254.276_46C
TOTAL DISTRIBUIDO NO PERIODO, , 
, DEBITO BENEF., 1.458.156_06D
, CREDITO BENEF., 3.856.107_45C
