DATA/PARCELA/VALOR DISTRIBUIDO
FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS, , 
TOTAL POR PARCELA / NATUREZA, , 
, COTA-PARTE, 601.709_42C
, DEDUCAO SAUDE, 90.256_39D
, DEDUCAO FUNDEB, 120.341_87D
, DEBITO FUNDO, 210.598_26D
, CREDITO FUNDO, 601.709_42C
CFH   - COMPENSACAO FINANCEIRA RECURSOS HIDRICOS, , 
DATA, PARCELA, VALOR DISTRIBUIDO
03.10.2022, RETENCAO PASEP, 113_50D
, CFH-REC.HIDRICO, 11.350_65C
, TOTAL NA DATA, 11.237_15C
28.10.2022, RETENCAO PASEP, 121_45D
, CFH-REC.HIDRICO, 12.145_93C
, TOTAL NA DATA, 12.024_48C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 234_95D
, CFH-REC.HIDRICO, 23.496_58C
, DEBITO FUNDO, 234_95D
, CREDITO FUNDO, 23.496_58C
ITA   - ROYALTIES DE ITAIPU, , 
DATA, PARCELA, VALOR DISTRIBUIDO
14.10.2022, RETENCAO PASEP, 4_26D
, ITA-ROYT.ITAIPU, 426_27C
, TOTAL NA DATA, 422_01C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 4_26D
, ITA-ROYT.ITAIPU, 426_27C
, DEBITO FUNDO, 4_26D
, CREDITO FUNDO, 426_27C
FUS   - FUNDO SAUDE, , 
DATA, PARCELA, VALOR DISTRIBUIDO
04.10.2022, REF.ICMS ESTADO, 8.071_12C
, TOTAL NA DATA, 8.071_12C
10.10.2022, ORIGEM FPM, 106.541_67C
, ORIGEM ITR, 65.825_19C
, ORIGEM IPM, 708_02C
, TOTAL NA DATA, 173.074_88C
11.10.2022, REF.ICMS ESTADO, 14.199_86C
, TOTAL NA DATA, 14.199_86C
18.10.2022, REF.ICMS ESTADO, 52.584_48C
, TOTAL NA DATA, 52.584_48C
20.10.2022, ORIGEM FPM, 28.233_97C
, ORIGEM ITR, 342_14C
, ORIGEM IPM, 281_84C
, TOTAL NA DATA, 28.857_95C
25.10.2022, REF.ICMS ESTADO, 15.400_93C
, TOTAL NA DATA, 15.400_93C
28.10.2022, ORIGEM FPM, 78.331_06C
, ORIGEM ITR, 378_79C
, ORIGEM IPM, 139_15C
, TOTAL NA DATA, 78.849_00C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM FPM, 213.106_70C
, REF.ICMS ESTADO, 90.256_39C
, ORIGEM ITR, 66.546_12C
, ORIGEM IPM, 1.129_01C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 371.038_22C
IPM   - IPI EXPORTACAO - COTA MUNICIPIO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
10.10.2022, DEDUCAO SAUDE, 708_02D
, IPM IPI-MUNIC, 3.776_15C
, TOTAL NA DATA, 3.068_13C
20.10.2022, DEDUCAO SAUDE, 281_84D
, IPM IPI-MUNIC, 1.503_18C
, TOTAL NA DATA, 1.221_34C
28.10.2022, DEDUCAO SAUDE, 139_15D
, IPM IPI-MUNIC, 742_19C
, TOTAL NA DATA, 603_04C
TOTAL POR PARCELA / NATUREZA, , 
, DEDUCAO SAUDE, 1.129_01D
, IPM IPI-MUNIC, 6.021_52C
, DEBITO FUNDO, 1.129_01D
, CREDITO FUNDO, 6.021_52C
CID   - CIDE-CONTRIB. INTERVENCAO DOMINIO ECONOMICO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
10.10.2022, PASEP MUNICIPIO, 8_84D
, COTA-MUNICIPIO, 884_37C
, TOTAL NA DATA, 875_53C
TOTAL POR PARCELA / NATUREZA, , 
, PASEP MUNICIPIO, 8_84D
, COTA-MUNICIPIO, 884_37C
, DEBITO FUNDO, 8_84D
, CREDITO FUNDO, 884_37C
RPM   - ROYALTIES PETROLEO COTA MUNICIPAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
19.10.2022, ANP LEI 7990/89, 206_88C
FEB   - FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF, , 
DATA, PARCELA, VALOR DISTRIBUIDO
04.10.2022, ORIGEM ICMS-EST, 7.612_81C
, TOTAL NA DATA, 7.612_81C
05.10.2022, ORIGEM IPVA, 3.322_66C
, ORIGEM ITCMD, 4.001_83C
, ORIGEM ICMS EST, 34.714_09C
, TOTAL NA DATA, 42.038_58C
10.10.2022, ORIGEM ITR, 18.294_52C
, ORIGEM IPI-EXP, 2.698_27C
, ORIGEM FPE, 17.135_24C
, ORIGEM FPM, 42.075_00C
, TOTAL NA DATA, 80.203_03C
11.10.2022, ORIGEM ICMS-EST, 13.393_52C
, TOTAL NA DATA, 13.393_52C
13.10.2022, ORIGEM IPVA, 3.072_56C
, ORIGEM ITCMD, 1.559_04C
, ORIGEM ICMS EST, 60.413_47C
, TOTAL NA DATA, 65.045_07C
18.10.2022, ORIGEM ICMS-EST, 49.598_45C
, TOTAL NA DATA, 49.598_45C
19.10.2022, ORIGEM IPVA, 2.676_28C
, ORIGEM ITCMD, 1.608_07C
, ORIGEM ICMS EST, 125.671_26C
, TOTAL NA DATA, 129.955_61C
20.10.2022, ORIGEM ITR, 253_75C
, ORIGEM IPI-EXP, 1.074_11C
, ORIGEM FPE, 4.534_42C
, ORIGEM FPM, 11.150_06C
, TOTAL NA DATA, 17.012_34C
25.10.2022, ORIGEM ICMS-EST, 14.526_39C
, TOTAL NA DATA, 14.526_39C
26.10.2022, ORIGEM IPVA, 2.953_59C
, ORIGEM ITCMD, 2.085_43C
, ORIGEM ICMS EST, 40.607_10C
, TOTAL NA DATA, 45.646_12C
28.10.2022, ORIGEM ITR, 287_20C
, ORIGEM IPI-EXP, 530_34C
, ORIGEM FPE, 12.603_29C
, ORIGEM FPM, 30.934_19C
, TOTAL NA DATA, 44.355_02C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM ITR, 18.835_47C
, ORIGEM IPVA, 12.025_09C
, ORIGEM ITCMD, 9.254_37C
, ORIGEM IPI-EXP, 4.302_72C
, ORIGEM ICMS EST, 261.405_92C
, ORIGEM ICMS-EST, 85.131_17C
, ORIGEM FPE, 34.272_95C
, ORIGEM FPM, 84.159_25C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 509.386_94C
SNA   - SIMPLES NACIONAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
03.10.2022, SIMPLES NACION., 32_77C
, TOTAL NA DATA, 32_77C
04.10.2022, SIMPLES NACION., 1.823_11C
, TOTAL NA DATA, 1.823_11C
05.10.2022, SIMPLES NACION., 44_47C
, TOTAL NA DATA, 44_47C
06.10.2022, SIMPLES NACION., 223_11C
, TOTAL NA DATA, 223_11C
07.10.2022, SIMPLES NACION., 25_60C
, TOTAL NA DATA, 25_60C
10.10.2022, SIMPLES NACION., 76_50C
, TOTAL NA DATA, 76_50C
11.10.2022, SIMPLES NACION., 25_66C
, TOTAL NA DATA, 25_66C
13.10.2022, SIMPLES NACION., 2.442_52C
, TOTAL NA DATA, 2.442_52C
14.10.2022, SIMPLES NACION., 31_43C
, TOTAL NA DATA, 31_43C
17.10.2022, SIMPLES NACION., 35_43C
, TOTAL NA DATA, 35_43C
18.10.2022, SIMPLES NACION., 35_83C
, TOTAL NA DATA, 35_83C
19.10.2022, SIMPLES NACION., 2.986_41C
, TOTAL NA DATA, 2.986_41C
20.10.2022, SIMPLES NACION., 811_49C
, TOTAL NA DATA, 811_49C
21.10.2022, SIMPLES NACION., 7.562_18C
, TOTAL NA DATA, 7.562_18C
24.10.2022, SIMPLES NACION., 15.225_71C
, TOTAL NA DATA, 15.225_71C
25.10.2022, SIMPLES NACION., 596_97C
, TOTAL NA DATA, 596_97C
26.10.2022, SIMPLES NACION., 5_07C
, TOTAL NA DATA, 5_07C
27.10.2022, SIMPLES NACION., 516_01C
, TOTAL NA DATA, 516_01C
28.10.2022, SIMPLES NACION., 123_06C
, TOTAL NA DATA, 123_06C
31.10.2022, SIMPLES NACION., 11_76C
, TOTAL NA DATA, 11_76C
TOTAL POR PARCELA / NATUREZA, , 
, SIMPLES NACION., 32.635_09C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 32.635_09C
ADO   - LC 176/2020 (ADO25), , 
DATA, PARCELA, VALOR DISTRIBUIDO
28.10.2022, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, TOTAL NA DATA, 4.424_80C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, DEBITO FUNDO, 44_69D
, CREDITO FUNDO, 4.469_49C
TOTAL DISTRIBUIDO NO PERIODO, , 
, DEBITO BENEF., 1.429.637_53D
, CREDITO BENEF., 3.457.332_73C
