DATA/PARCELA/VALOR DISTRIBUIDO
FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS, , 
DATA, PARCELA, VALOR DISTRIBUIDO
10.01.2022, PARCELA DE IPI, 113.893_89C
, PARCELA DE IR, 700.519_48C
, RETENCAO PASEP, 8.144_12D
, RFB-PREV-OB COR, 313.971_76D
, RFB-PREV-OB DEV, 56.326_53D
, RFB-PREV-PARC60, 93.178_60D
, DEDUCAO SAUDE, 122.162_00D
, DEDUCAO FUNDEB, 162.882_66D
, TOTAL NA DATA, 57.747_70C
20.01.2022, PARCELA DE IPI, 47.820_68C
, PARCELA DE IR, 157.746_67C
, RETENCAO PASEP, 2.055_66D
, RFB-RET DARF, 14.543_75D
, DEDUCAO SAUDE, 30.835_10D
, DEDUCAO FUNDEB, 41.113_46D
, TOTAL NA DATA, 117.019_38C
28.01.2022, PARCELA DE IPI, 5.800_02C
, PARCELA DE IR, 562.869_80C
, RETENCAO PASEP, 5.686_69D
, DEDUCAO SAUDE, 85.300_47D
, DEDUCAO FUNDEB, 113.733_96D
, TOTAL NA DATA, 363.948_70C
TOTAL POR PARCELA / NATUREZA, , 
, PARCELA DE IPI, 167.514_59C
, PARCELA DE IR, 1.421.135_95C
, RETENCAO PASEP, 15.886_47D
, RFB-PREV-OB COR, 313.971_76D
, RFB-PREV-OB DEV, 56.326_53D
, RFB-PREV-PARC60, 93.178_60D
, RFB-RET DARF, 14.543_75D
, DEDUCAO SAUDE, 238.297_57D
, DEDUCAO FUNDEB, 317.730_08D
, DEBITO FUNDO, 1.049.934_76D
, CREDITO FUNDO, 1.588.650_54C
FEP   - FUNDO ESPECIAL DO PETROLEO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
19.01.2022, COTA-PARTE, 26.368_86C
, RETENCAO PASEP, 263_68D
, TOTAL NA DATA, 26.105_18C
27.01.2022, COTA-PARTE, 7.086_12C
, RETENCAO PASEP, 70_86D
, TOTAL NA DATA, 7.015_26C
TOTAL POR PARCELA / NATUREZA, , 
, COTA-PARTE, 33.454_98C
, RETENCAO PASEP, 334_54D
, DEBITO FUNDO, 334_54D
, CREDITO FUNDO, 33.454_98C
ITR   - IMPOSTO TERRITORIAL RURAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
10.01.2022, RETENCAO PASEP, 163_73D
, DEDUCAO SAUDE, 3.069_99D
, DEDUCAO FUNDEB, 4.093_33D
, ITR-CONVENIO, 20.466_65C
, TOTAL NA DATA, 13.139_60C
20.01.2022, RETENCAO PASEP, 10_84D
, DEDUCAO SAUDE, 203_28D
, DEDUCAO FUNDEB, 271_04D
, ITR-CONVENIO, 1.355_20C
, TOTAL NA DATA, 870_04C
28.01.2022, RETENCAO PASEP, 1_25D
, DEDUCAO SAUDE, 23_58D
, DEDUCAO FUNDEB, 31_44D
, ITR-CONVENIO, 157_23C
, TOTAL NA DATA, 100_96C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 175_82D
, DEDUCAO SAUDE, 3.296_85D
, DEDUCAO FUNDEB, 4.395_81D
, ITR-CONVENIO, 21.979_08C
, DEBITO FUNDO, 7.868_48D
, CREDITO FUNDO, 21.979_08C
ICS   - ICMS ESTADUAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
04.01.2022, COTA-PARTE, 26.990_48C
, DEDUCAO SAUDE, 4.048_57D
, DEDUCAO FUNDEB, 5.398_09D
, TOTAL NA DATA, 17.543_82C
11.01.2022, COTA-PARTE, 67.441_92C
, DEDUCAO SAUDE, 10.116_28D
, DEDUCAO FUNDEB, 13.488_38D
, TOTAL NA DATA, 43.837_26C
18.01.2022, COTA-PARTE, 406.178_67C
, DEDUCAO SAUDE, 60.926_80D
, DEDUCAO FUNDEB, 81.235_73D
, TOTAL NA DATA, 264.016_14C
25.01.2022, COTA-PARTE, 94.260_60C
, DEDUCAO SAUDE, 14.139_09D
, DEDUCAO FUNDEB, 18.852_12D
, TOTAL NA DATA, 61.269_39C
01.02.2022, COTA-PARTE, 119.394_46C
, DEDUCAO SAUDE, 17.909_16D
, DEDUCAO FUNDEB, 23.878_89D
, TOTAL NA DATA, 77.606_41C
TOTAL POR PARCELA / NATUREZA, , 
, COTA-PARTE, 714.266_13C
, DEDUCAO SAUDE, 107.139_90D
, DEDUCAO FUNDEB, 142.853_21D
, DEBITO FUNDO, 249.993_11D
, CREDITO FUNDO, 714.266_13C
CFH   - COMPENSACAO FINANCEIRA RECURSOS HIDRICOS, , 
DATA, PARCELA, VALOR DISTRIBUIDO
31.01.2022, RETENCAO PASEP, 129_79D
, CFH-REC.HIDRICO, 12.979_78C
, TOTAL NA DATA, 12.849_99C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 129_79D
, CFH-REC.HIDRICO, 12.979_78C
, DEBITO FUNDO, 129_79D
, CREDITO FUNDO, 12.979_78C
ITA   - ROYALTIES DE ITAIPU, , 
DATA, PARCELA, VALOR DISTRIBUIDO
19.01.2022, RETENCAO PASEP, 4_56D
, ITA-ROYT.ITAIPU, 456_10C
, TOTAL NA DATA, 451_54C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 4_56D
, ITA-ROYT.ITAIPU, 456_10C
, DEBITO FUNDO, 4_56D
, CREDITO FUNDO, 456_10C
FUS   - FUNDO SAUDE, , 
DATA, PARCELA, VALOR DISTRIBUIDO
04.01.2022, REF.ICMS ESTADO, 4.048_57C
, TOTAL NA DATA, 4.048_57C
10.01.2022, ORIGEM FPM, 122.162_00C
, ORIGEM ITR, 3.069_99C
, ORIGEM IPM, 895_14C
