DATA/PARCELA/VALOR DISTRIBUIDO
FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS, , 
, ITR-CONVENIO, 32.064_15C
, TOTAL NA DATA, 20.585_19C
30.09.2022, RETENCAO PASEP, 177_95D
, DEDUCAO SAUDE, 3.336_58D
, DEDUCAO FUNDEB, 4.448_77D
, ITR-CONVENIO, 22.243_88C
, TOTAL NA DATA, 14.280_58C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 452_93D
, DEDUCAO SAUDE, 8.492_52D
, DEDUCAO FUNDEB, 11.323_37D
, ITR-CONVENIO, 56.616_88C
, DEBITO FUNDO, 20.268_82D
, CREDITO FUNDO, 56.616_88C
ICS   - ICMS ESTADUAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
06.09.2022, COTA-PARTE, 35.984_30C
, DEDUCAO SAUDE, 5.397_64D
, DEDUCAO FUNDEB, 7.196_86D
, TOTAL NA DATA, 23.389_80C
13.09.2022, COTA-PARTE, 88.614_43C
, DEDUCAO SAUDE, 13.292_16D
, DEDUCAO FUNDEB, 17.722_88D
, TOTAL NA DATA, 57.599_39C
20.09.2022, COTA-PARTE, 380.299_93C
, DEDUCAO SAUDE, 57.044_98D
, DEDUCAO FUNDEB, 76.059_98D
, TOTAL NA DATA, 247.194_97C
27.09.2022, COTA-PARTE, 113.002_78C
, DEDUCAO SAUDE, 16.950_41D
, DEDUCAO FUNDEB, 22.600_55D
, TOTAL NA DATA, 73.451_82C
TOTAL POR PARCELA / NATUREZA, , 
, COTA-PARTE, 617.901_44C
, DEDUCAO SAUDE, 92.685_19D
, DEDUCAO FUNDEB, 123.580_27D
, DEBITO FUNDO, 216.265_46D
, CREDITO FUNDO, 617.901_44C
ITA   - ROYALTIES DE ITAIPU, , 
DATA, PARCELA, VALOR DISTRIBUIDO
15.09.2022, RETENCAO PASEP, 3_96D
, ITA-ROYT.ITAIPU, 396_65C
, TOTAL NA DATA, 392_69C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 3_96D
, ITA-ROYT.ITAIPU, 396_65C
, DEBITO FUNDO, 3_96D
, CREDITO FUNDO, 396_65C
FUS   - FUNDO SAUDE, , 
DATA, PARCELA, VALOR DISTRIBUIDO
06.09.2022, REF.ICMS ESTADO, 5.397_64C
, TOTAL NA DATA, 5.397_64C
09.09.2022, ORIGEM FPM, 114.753_85C
, ORIGEM ITR, 346_32C
, ORIGEM IPM, 658_65C
, TOTAL NA DATA, 115.758_82C
13.09.2022, REF.ICMS ESTADO, 13.292_16C
, TOTAL NA DATA, 13.292_16C
20.09.2022, ORIGEM FPM, 22.196_41C
, REF.ICMS ESTADO, 57.044_98C
, ORIGEM ITR, 4.809_62C
, ORIGEM IPM, 233_30C
, TOTAL NA DATA, 84.284_31C
27.09.2022, REF.ICMS ESTADO, 16.950_41C
, TOTAL NA DATA, 16.950_41C
30.09.2022, ORIGEM FPM, 65.085_13C
, ORIGEM ITR, 3.336_58C
, ORIGEM IPM, 214_30C
, TOTAL NA DATA, 68.636_01C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM FPM, 202.035_39C
, REF.ICMS ESTADO, 92.685_19C
, ORIGEM ITR, 8.492_52C
, ORIGEM IPM, 1.106_25C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 304.319_35C
IPM   - IPI EXPORTACAO - COTA MUNICIPIO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
09.09.2022, DEDUCAO SAUDE, 658_65D
, IPM IPI-MUNIC, 3.512_80C
, TOTAL NA DATA, 2.854_15C
20.09.2022, DEDUCAO SAUDE, 233_30D
, IPM IPI-MUNIC, 1.244_30C
, TOTAL NA DATA, 1.011_00C
30.09.2022, DEDUCAO SAUDE, 214_30D
, IPM IPI-MUNIC, 1.142_96C
, TOTAL NA DATA, 928_66C
TOTAL POR PARCELA / NATUREZA, , 
, DEDUCAO SAUDE, 1.106_25D
, IPM IPI-MUNIC, 5.900_06C
, DEBITO FUNDO, 1.106_25D
, CREDITO FUNDO, 5.900_06C
RPM   - ROYALTIES PETROLEO COTA MUNICIPAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
23.09.2022, ANP LEI 7990/89, 214_72C
FEB   - FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF, , 
DATA, PARCELA, VALOR DISTRIBUIDO
06.09.2022, ORIGEM ICMS-EST, 5.091_14C
, TOTAL NA DATA, 5.091_14C
08.09.2022, ORIGEM IPVA, 3.967_24C
, ORIGEM ITCMD, 2.732_45C
, ORIGEM ICMS EST, 18.160_84C
, TOTAL NA DATA, 24.860_53C
09.09.2022, ORIGEM ITR, 582_44C
, ORIGEM IPI-EXP, 2.510_09C
, ORIGEM FPE, 18.495_18C
, ORIGEM FPM, 45.318_12C
, TOTAL NA DATA, 66.905_83C
13.09.2022, ORIGEM ICMS-EST, 12.537_36C
, TOTAL NA DATA, 12.537_36C
14.09.2022, ORIGEM IPVA, 2.951_30C
, ORIGEM ITCMD, 1.346_59C
, ORIGEM ICMS EST, 105.161_61C
, TOTAL NA DATA, 109.459_50C
20.09.2022, ORIGEM ITR, 549_88C
, ORIGEM IPI-EXP, 889_13C
, ORIGEM ICMS-EST, 53.805_67C
, ORIGEM FPE, 3.558_03C
, ORIGEM FPM, 8.765_72C
, TOTAL NA DATA, 67.568_43C
21.09.2022, ORIGEM IPVA, 3.341_75C
, ORIGEM ITCMD, 2.284_14C
, ORIGEM ICMS EST, 98.977_99C
, TOTAL NA DATA, 104.603_88C
27.09.2022, ORIGEM ICMS-EST, 15.987_88C
, TOTAL NA DATA, 15.987_88C
28.09.2022, ORIGEM IPVA, 2.997_62C
, ORIGEM ITCMD, 1.913_79C
, ORIGEM ICMS EST, 47.376_22C
, TOTAL NA DATA, 52.287_63C
30.09.2022, ORIGEM ITR, 1.704_95C
, ORIGEM IPI-EXP, 816_71C
, ORIGEM FPE, 10.457_43C
, ORIGEM FPM, 25.703_15C
, IPI-EXP AJ, 4_55D
, ITR AJUSTE, 0_33D
, IPVA AJUSTE, 69_70D
, ITCMD AJUSTE, 9_47D
, ICMS AJUSTE, 307_91D
, ICMS TRIB 19 AJ, 98_06D
, FPE AJUSTE, 43_26D
, FPM AJUSTE, 106_29D
, TOTAL NA DATA, 38.042_67C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM ITR, 2.837_27C
, ORIGEM IPVA, 13.257_91C
, ORIGEM ITCMD, 8.276_97C
, ORIGEM IPI-EXP, 4.215_93C
, ORIGEM ICMS EST, 269.676_66C
, ORIGEM ICMS-EST, 87.422_05C
, ORIGEM FPE, 32.510_64C
, ORIGEM FPM, 79.786_99C
, IPI-EXP AJ, 4_55D
, ITR AJUSTE, 0_33D
, IPVA AJUSTE, 69_70D
, ITCMD AJUSTE, 9_47D
, ICMS AJUSTE, 307_91D
, ICMS TRIB 19 AJ, 98_06D
, FPE AJUSTE, 43_26D
, FPM AJUSTE, 106_29D
, DEBITO FUNDO, 639_57D
, CREDITO FUNDO, 497.984_42C
SNA   - SIMPLES NACIONAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
01.09.2022, SIMPLES NACION., 548_08C
, TOTAL NA DATA, 548_08C
02.09.2022, SIMPLES NACION., 440_27C
, TOTAL NA DATA, 440_27C
05.09.2022, SIMPLES NACION., 25_42C
, TOTAL NA DATA, 25_42C
06.09.2022, SIMPLES NACION., 119_55C
, TOTAL NA DATA, 119_55C
08.09.2022, SIMPLES NACION., 55_21C
, TOTAL NA DATA, 55_21C
09.09.2022, SIMPLES NACION., 62_46C
, TOTAL NA DATA, 62_46C
12.09.2022, SIMPLES NACION., 153_02C
, TOTAL NA DATA, 153_02C
13.09.2022, SIMPLES NACION., 69_97C
, TOTAL NA DATA, 69_97C
14.09.2022, SIMPLES NACION., 338_58C
, TOTAL NA DATA, 338_58C
15.09.2022, SIMPLES NACION., 33_79C
, TOTAL NA DATA, 33_79C
16.09.2022, SIMPLES NACION., 3.122_30C
, TOTAL NA DATA, 3.122_30C
19.09.2022, SIMPLES NACION., 4.980_97C
, TOTAL NA DATA, 4.980_97C
20.09.2022, SIMPLES NACION., 851_95C
, TOTAL NA DATA, 851_95C
21.09.2022, SIMPLES NACION., 794_47C
, TOTAL NA DATA, 794_47C
22.09.2022, SIMPLES NACION., 13.648_40C
, TOTAL NA DATA, 13.648_40C
23.09.2022, SIMPLES NACION., 20_08C
, TOTAL NA DATA, 20_08C
26.09.2022, SIMPLES NACION., 792_08C
, TOTAL NA DATA, 792_08C
27.09.2022, SIMPLES NACION., 18_91C
, TOTAL NA DATA, 18_91C
28.09.2022, SIMPLES NACION., 101_24C
, TOTAL NA DATA, 101_24C
29.09.2022, SIMPLES NACION., 483_17C
, TOTAL NA DATA, 483_17C
30.09.2022, SIMPLES NACION., 25_84C
, TOTAL NA DATA, 25_84C
TOTAL POR PARCELA / NATUREZA, , 
, SIMPLES NACION., 26.685_76C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 26.685_76C
ADO   - LC 176/2020 (ADO25), , 
DATA, PARCELA, VALOR DISTRIBUIDO
30.09.2022, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, TOTAL NA DATA, 4.424_80C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, DEBITO FUNDO, 44_69D
, CREDITO FUNDO, 4.469_49C
TOTAL DISTRIBUIDO NO PERIODO, , 
, DEBITO BENEF., 1.325.744_31D
, CREDITO BENEF., 3.053.664_76C
