DATA/PARCELA/VALOR DISTRIBUIDO
FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS, , 
, ITR-CONVENIO, 829_76C
, TOTAL NA DATA, 532_72C
20.07.2022, RETENCAO PASEP, 0_34D
, DEDUCAO SAUDE, 6_52D
, DEDUCAO FUNDEB, 8_70D
, ITR-CONVENIO, 43_50C
, TOTAL NA DATA, 27_94C
29.07.2022, RETENCAO PASEP, 1_27D
, DEDUCAO SAUDE, 23_85D
, DEDUCAO FUNDEB, 31_81D
, ITR-CONVENIO, 159_05C
, TOTAL NA DATA, 102_12C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 8_24D
, DEDUCAO SAUDE, 154_83D
, DEDUCAO FUNDEB, 206_46D
, ITR-CONVENIO, 1.032_31C
, DEBITO FUNDO, 369_53D
, CREDITO FUNDO, 1.032_31C
ICS   - ICMS ESTADUAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
05.07.2022, COTA-PARTE, 42.428_34C
, DEDUCAO SAUDE, 6.364_25D
, DEDUCAO FUNDEB, 8.485_66D
, TOTAL NA DATA, 27.578_43C
12.07.2022, COTA-PARTE, 77.261_86C
, DEDUCAO SAUDE, 11.589_27D
, DEDUCAO FUNDEB, 15.452_37D
, TOTAL NA DATA, 50.220_22C
19.07.2022, COTA-PARTE, 365.914_22C
, DEDUCAO SAUDE, 54.887_13D
, DEDUCAO FUNDEB, 73.182_84D
, TOTAL NA DATA, 237.844_25C
26.07.2022, COTA-PARTE, 120.584_77C
, DEDUCAO SAUDE, 18.087_71D
, DEDUCAO FUNDEB, 24.116_95D
, TOTAL NA DATA, 78.380_11C
TOTAL POR PARCELA / NATUREZA, , 
, COTA-PARTE, 606.189_19C
, DEDUCAO SAUDE, 90.928_36D
, DEDUCAO FUNDEB, 121.237_82D
, DEBITO FUNDO, 212.166_18D
, CREDITO FUNDO, 606.189_19C
CFH   - COMPENSACAO FINANCEIRA RECURSOS HIDRICOS, , 
DATA, PARCELA, VALOR DISTRIBUIDO
29.07.2022, RETENCAO PASEP, 76_35D
, CFH-REC.HIDRICO, 7.635_46C
, TOTAL NA DATA, 7.559_11C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 76_35D
, CFH-REC.HIDRICO, 7.635_46C
, DEBITO FUNDO, 76_35D
, CREDITO FUNDO, 7.635_46C
ITA   - ROYALTIES DE ITAIPU, , 
DATA, PARCELA, VALOR DISTRIBUIDO
14.07.2022, RETENCAO PASEP, 4_06D
, ITA-ROYT.ITAIPU, 406_25C
, TOTAL NA DATA, 402_19C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 4_06D
, ITA-ROYT.ITAIPU, 406_25C
, DEBITO FUNDO, 4_06D
, CREDITO FUNDO, 406_25C
FUS   - FUNDO SAUDE, , 
DATA, PARCELA, VALOR DISTRIBUIDO
05.07.2022, REF.ICMS ESTADO, 6.364_25C
, TOTAL NA DATA, 6.364_25C
08.07.2022, ORIGEM FPM, 123.969_70C
, ORIGEM ITR, 124_46C
, ORIGEM IPM, 671_26C
, TOTAL NA DATA, 124.765_42C
12.07.2022, REF.ICMS ESTADO, 11.589_27C
, TOTAL NA DATA, 11.589_27C
19.07.2022, REF.ICMS ESTADO, 54.887_13C
, TOTAL NA DATA, 54.887_13C
20.07.2022, ORIGEM FPM, 21.395_03C
, ORIGEM ITR, 6_52C
, ORIGEM IPM, 247_69C
, TOTAL NA DATA, 21.649_24C
26.07.2022, REF.ICMS ESTADO, 18.087_71C
, TOTAL NA DATA, 18.087_71C
29.07.2022, ORIGEM FPM, 68.020_59C
, ORIGEM ITR, 23_85C
, ORIGEM IPM, 133_82C
, TOTAL NA DATA, 68.178_26C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM FPM, 213.385_32C
, REF.ICMS ESTADO, 90.928_36C
, ORIGEM ITR, 154_83C
, ORIGEM IPM, 1.052_77C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 305.521_28C
IPM   - IPI EXPORTACAO - COTA MUNICIPIO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
08.07.2022, DEDUCAO SAUDE, 671_26D
, IPM IPI-MUNIC, 3.580_07C
, TOTAL NA DATA, 2.908_81C
20.07.2022, DEDUCAO SAUDE, 247_69D
, IPM IPI-MUNIC, 1.321_03C
, TOTAL NA DATA, 1.073_34C
29.07.2022, DEDUCAO SAUDE, 133_82D
, IPM IPI-MUNIC, 713_75C
, TOTAL NA DATA, 579_93C
TOTAL POR PARCELA / NATUREZA, , 
, DEDUCAO SAUDE, 1.052_77D
, IPM IPI-MUNIC, 5.614_85C
, DEBITO FUNDO, 1.052_77D
, CREDITO FUNDO, 5.614_85C
CID   - CIDE-CONTRIB. INTERVENCAO DOMINIO ECONOMICO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
08.07.2022, PASEP MUNICIPIO, 40_45D
, COTA-MUNICIPIO, 4.045_13C
, TOTAL NA DATA, 4.004_68C
TOTAL POR PARCELA / NATUREZA, , 
, PASEP MUNICIPIO, 40_45D
, COTA-MUNICIPIO, 4.045_13C
, DEBITO FUNDO, 40_45D
, CREDITO FUNDO, 4.045_13C
RPM   - ROYALTIES PETROLEO COTA MUNICIPAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
20.07.2022, ANP LEI 7990/89, 213_93C
FEB   - FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF, , 
DATA, PARCELA, VALOR DISTRIBUIDO
05.07.2022, ORIGEM ICMS-EST, 6.003_67C
, TOTAL NA DATA, 6.003_67C
06.07.2022, ORIGEM IPVA, 4.657_08C
, ORIGEM ITCMD, 2.854_07C
, ORIGEM ICMS EST, 21.458_07C
, TOTAL NA DATA, 28.969_22C
08.07.2022, ORIGEM ITR, 199_13C
, ORIGEM IPI-EXP, 2.558_51C
, ORIGEM FPE, 19.972_64C
, ORIGEM FPM, 48.950_35C
, TOTAL NA DATA, 71.680_63C
12.07.2022, ORIGEM ICMS-EST, 10.932_66C
, TOTAL NA DATA, 10.932_66C
13.07.2022, ORIGEM IPVA, 5.135_80C
, ORIGEM ITCMD, 2.692_42C
, ORIGEM ICMS EST, 65.707_74C
, TOTAL NA DATA, 73.535_96C
19.07.2022, ORIGEM ICMS-EST, 51.777_38C
, TOTAL NA DATA, 51.777_38C
20.07.2022, ORIGEM ITR, 50_60C
, ORIGEM IPVA, 4.349_67C
, ORIGEM ITCMD, 1.786_02C
, ORIGEM IPI-EXP, 944_08C
, ORIGEM ICMS EST, 147.447_27C
, ORIGEM FPE, 3.432_76C
, ORIGEM FPM, 8.447_98C
, TOTAL NA DATA, 166.458_38C
26.07.2022, ORIGEM ICMS-EST, 17.062_91C
, TOTAL NA DATA, 17.062_91C
27.07.2022, ORIGEM IPVA, 3.681_05C
, ORIGEM ITCMD, 2.320_23C
, ORIGEM ICMS EST, 49.433_32C
, TOTAL NA DATA, 55.434_60C
28.07.2022, ORIGEM IPVA, 466_86C
, ORIGEM ITCMD, 327_08C
, ORIGEM ICMS EST, 2.465_47C
, TOTAL NA DATA, 3.259_41C
29.07.2022, ORIGEM ITR, 67_19C
, ORIGEM IPI-EXP, 510_08C
, ORIGEM FPE, 10.922_86C
, ORIGEM FPM, 26.858_44C
, TOTAL NA DATA, 38.358_57C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM ITR, 316_92C
, ORIGEM IPVA, 18.290_46C
, ORIGEM ITCMD, 9.979_82C
, ORIGEM IPI-EXP, 4.012_67C
, ORIGEM ICMS EST, 286.511_87C
, ORIGEM ICMS-EST, 85.776_62C
, ORIGEM FPE, 34.328_26C
, ORIGEM FPM, 84.256_77C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 523.473_39C
SNA   - SIMPLES NACIONAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
01.07.2022, SIMPLES NACION., 27_77C
, TOTAL NA DATA, 27_77C
04.07.2022, SIMPLES NACION., 455_37C
, TOTAL NA DATA, 455_37C
05.07.2022, SIMPLES NACION., 28_23C
, TOTAL NA DATA, 28_23C
06.07.2022, SIMPLES NACION., 29_23C
, TOTAL NA DATA, 29_23C
07.07.2022, SIMPLES NACION., 20_00C
, TOTAL NA DATA, 20_00C
08.07.2022, SIMPLES NACION., 74_95C
, TOTAL NA DATA, 74_95C
11.07.2022, SIMPLES NACION., 28_16C
, TOTAL NA DATA, 28_16C
12.07.2022, SIMPLES NACION., 67_68C
, TOTAL NA DATA, 67_68C
13.07.2022, SIMPLES NACION., 403_51C
, TOTAL NA DATA, 403_51C
14.07.2022, SIMPLES NACION., 72_38C
, TOTAL NA DATA, 72_38C
15.07.2022, SIMPLES NACION., 67_68C
, TOTAL NA DATA, 67_68C
18.07.2022, SIMPLES NACION., 1.048_79C
, TOTAL NA DATA, 1.048_79C
19.07.2022, SIMPLES NACION., 226_92C
, TOTAL NA DATA, 226_92C
20.07.2022, SIMPLES NACION., 390_65C
, TOTAL NA DATA, 390_65C
21.07.2022, SIMPLES NACION., 1.871_58C
, TOTAL NA DATA, 1.871_58C
22.07.2022, SIMPLES NACION., 13.267_97C
, TOTAL NA DATA, 13.267_97C
25.07.2022, SIMPLES NACION., 701_19C
, TOTAL NA DATA, 701_19C
26.07.2022, SIMPLES NACION., 683_76C
, TOTAL NA DATA, 683_76C
27.07.2022, SIMPLES NACION., 413_51C
, TOTAL NA DATA, 413_51C
28.07.2022, SIMPLES NACION., 20_47C
, TOTAL NA DATA, 20_47C
29.07.2022, SIMPLES NACION., 37_44C
, TOTAL NA DATA, 37_44C
TOTAL POR PARCELA / NATUREZA, , 
, SIMPLES NACION., 19.937_24C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 19.937_24C
ADO   - LC 176/2020 (ADO25), , 
DATA, PARCELA, VALOR DISTRIBUIDO
29.07.2022, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, TOTAL NA DATA, 4.424_80C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, DEBITO FUNDO, 44_69D
, CREDITO FUNDO, 4.469_49C
TOTAL DISTRIBUIDO NO PERIODO, , 
, DEBITO BENEF., 1.318.841_74D
, CREDITO BENEF., 3.753.889_50C
