DATA/PARCELA/VALOR DISTRIBUIDO
FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS, , 
, DEDUCAO FUNDEB, 338_68D
, ITR-CONVENIO, 1.693_44C
, TOTAL NA DATA, 1.087_21C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 23_60D
, DEDUCAO SAUDE, 442_74D
, DEDUCAO FUNDEB, 590_33D
, ITR-CONVENIO, 2.951_72C
, DEBITO FUNDO, 1.056_67D
, CREDITO FUNDO, 2.951_72C
ICS   - ICMS ESTADUAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
02.08.2022, COTA-PARTE, 115.935_63C
, DEDUCAO SAUDE, 17.390_34D
, DEDUCAO FUNDEB, 23.187_12D
, TOTAL NA DATA, 75.358_17C
09.08.2022, COTA-PARTE, 56.310_73C
, DEDUCAO SAUDE, 8.446_60D
, DEDUCAO FUNDEB, 11.262_14D
, TOTAL NA DATA, 36.601_99C
16.08.2022, COTA-PARTE, 236.298_36C
, DEDUCAO SAUDE, 35.444_75D
, DEDUCAO FUNDEB, 47.259_67D
, TOTAL NA DATA, 153.593_94C
23.08.2022, COTA-PARTE, 211.768_17C
, DEDUCAO SAUDE, 31.765_22D
, DEDUCAO FUNDEB, 42.353_63D
, TOTAL NA DATA, 137.649_32C
30.08.2022, COTA-PARTE, 98.993_79C
, DEDUCAO SAUDE, 14.849_06D
, DEDUCAO FUNDEB, 19.798_75D
, TOTAL NA DATA, 64.345_98C
TOTAL POR PARCELA / NATUREZA, , 
, COTA-PARTE, 719.306_68C
, DEDUCAO SAUDE, 107.895_97D
, DEDUCAO FUNDEB, 143.861_31D
, DEBITO FUNDO, 251.757_28D
, CREDITO FUNDO, 719.306_68C
CFH   - COMPENSACAO FINANCEIRA RECURSOS HIDRICOS, , 
DATA, PARCELA, VALOR DISTRIBUIDO
29.08.2022, RETENCAO PASEP, 75_29D
, CFH-REC.HIDRICO, 7.529_56C
, TOTAL NA DATA, 7.454_27C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 75_29D
, CFH-REC.HIDRICO, 7.529_56C
, DEBITO FUNDO, 75_29D
, CREDITO FUNDO, 7.529_56C
ITA   - ROYALTIES DE ITAIPU, , 
DATA, PARCELA, VALOR DISTRIBUIDO
15.08.2022, RETENCAO PASEP, 3_99D
, ITA-ROYT.ITAIPU, 399_07C
, TOTAL NA DATA, 395_08C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 3_99D
, ITA-ROYT.ITAIPU, 399_07C
, DEBITO FUNDO, 3_99D
, CREDITO FUNDO, 399_07C
FUS   - FUNDO SAUDE, , 
DATA, PARCELA, VALOR DISTRIBUIDO
02.08.2022, REF.ICMS ESTADO, 17.390_34C
, TOTAL NA DATA, 17.390_34C
09.08.2022, REF.ICMS ESTADO, 8.446_60C
, TOTAL NA DATA, 8.446_60C
10.08.2022, ORIGEM FPM, 160.015_93C
, ORIGEM ITR, 181_31C
, ORIGEM IPM, 558_64C
, TOTAL NA DATA, 160.755_88C
16.08.2022, REF.ICMS ESTADO, 35.444_75C
, TOTAL NA DATA, 35.444_75C
19.08.2022, ORIGEM FPM, 20.859_43C
, ORIGEM ITR, 7_42C
, ORIGEM IPM, 49_55C
, TOTAL NA DATA, 20.916_40C
23.08.2022, REF.ICMS ESTADO, 31.765_22C
, TOTAL NA DATA, 31.765_22C
30.08.2022, ORIGEM FPM, 62.433_56C
, REF.ICMS ESTADO, 14.849_06C
, ORIGEM ITR, 254_01C
, ORIGEM IPM, 230_36C
, TOTAL NA DATA, 77.766_99C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM FPM, 243.308_92C
, REF.ICMS ESTADO, 107.895_97C
, ORIGEM ITR, 442_74C
, ORIGEM IPM, 838_55C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 352.486_18C
IPM   - IPI EXPORTACAO - COTA MUNICIPIO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
10.08.2022, DEDUCAO SAUDE, 558_64D
, IPM IPI-MUNIC, 2.979_47C
, TOTAL NA DATA, 2.420_83C
19.08.2022, DEDUCAO SAUDE, 49_55D
, IPM IPI-MUNIC, 264_30C
, TOTAL NA DATA, 214_75C
30.08.2022, DEDUCAO SAUDE, 230_36D
, IPM IPI-MUNIC, 1.228_62C
, TOTAL NA DATA, 998_26C
TOTAL POR PARCELA / NATUREZA, , 
, DEDUCAO SAUDE, 838_55D
, IPM IPI-MUNIC, 4.472_39C
, DEBITO FUNDO, 838_55D
, CREDITO FUNDO, 4.472_39C
RPM   - ROYALTIES PETROLEO COTA MUNICIPAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
25.08.2022, ANP LEI 7990/89, 208_08C
FEB   - FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF, , 
DATA, PARCELA, VALOR DISTRIBUIDO
02.08.2022, ORIGEM ICMS-EST, 16.405_05C
, TOTAL NA DATA, 16.405_05C
03.08.2022, ORIGEM IPVA, 4.296_72C
, ORIGEM ITCMD, 3.596_77C
, ORIGEM ICMS EST, 37.782_05C
, TOTAL NA DATA, 45.675_54C
09.08.2022, ORIGEM ICMS-EST, 7.968_05C
, TOTAL NA DATA, 7.968_05C
10.08.2022, ORIGEM ITR, 185_06C
, ORIGEM IPVA, 3.867_47C
, ORIGEM ITCMD, 1.740_77C
, ORIGEM IPI-EXP, 2.129_29C
, ORIGEM ICMS EST, 20.922_43C
, ORIGEM FPE, 25.767_78C
, ORIGEM FPM, 63.183_48C
, TOTAL NA DATA, 117.796_28C
16.08.2022, ORIGEM ICMS-EST, 33.436_55C
, TOTAL NA DATA, 33.436_55C
17.08.2022, ORIGEM IPVA, 3.630_99C
, ORIGEM ITCMD, 2.177_01C
, ORIGEM ICMS EST, 168.420_78C
, TOTAL NA DATA, 174.228_78C
19.08.2022, ORIGEM ITR, 62_43C
, ORIGEM IPI-EXP, 188_88C
, ORIGEM FPE, 3.352_38C
, ORIGEM FPM, 8.236_50C
, TOTAL NA DATA, 11.840_19C
23.08.2022, ORIGEM ICMS-EST, 29.965_49C
, TOTAL NA DATA, 29.965_49C
24.08.2022, ORIGEM IPVA, 3.350_11C
, ORIGEM ITCMD, 2.063_30C
, ORIGEM ICMS EST, 28.369_18C
, TOTAL NA DATA, 33.782_59C
30.08.2022, ORIGEM ITR, 132_83C
, ORIGEM IPI-EXP, 878_03C
, ORIGEM ICMS-EST, 14.005_86C
, ORIGEM FPE, 10.016_28C
, ORIGEM FPM, 24.647_61C
, TOTAL NA DATA, 49.680_61C
31.08.2022, ORIGEM IPVA, 3.429_39C
, ORIGEM ITCMD, 2.358_30C
, ORIGEM ICMS EST, 41.857_23C
, TOTAL NA DATA, 47.644_92C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM ITR, 380_32C
, ORIGEM IPVA, 18.574_68C
, ORIGEM ITCMD, 11.936_15C
, ORIGEM IPI-EXP, 3.196_20C
, ORIGEM ICMS EST, 297.351_67C
, ORIGEM ICMS-EST, 101.781_00C
, ORIGEM FPE, 39.136_44C
, ORIGEM FPM, 96.067_59C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 568.424_05C
SNA   - SIMPLES NACIONAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
01.08.2022, SIMPLES NACION., 28_27C
, TOTAL NA DATA, 28_27C
02.08.2022, SIMPLES NACION., 547_17C
, TOTAL NA DATA, 547_17C
03.08.2022, SIMPLES NACION., 38_64C
, TOTAL NA DATA, 38_64C
04.08.2022, SIMPLES NACION., 10_26C
, TOTAL NA DATA, 10_26C
05.08.2022, SIMPLES NACION., 103_86C
, TOTAL NA DATA, 103_86C
08.08.2022, SIMPLES NACION., 123_33C
, TOTAL NA DATA, 123_33C
09.08.2022, SIMPLES NACION., 482_63C
, TOTAL NA DATA, 482_63C
10.08.2022, SIMPLES NACION., 2.406_33C
, TOTAL NA DATA, 2.406_33C
11.08.2022, SIMPLES NACION., 41_30C
, TOTAL NA DATA, 41_30C
15.08.2022, SIMPLES NACION., 1.489_06C
, TOTAL NA DATA, 1.489_06C
16.08.2022, SIMPLES NACION., 20_00C
, TOTAL NA DATA, 20_00C
17.08.2022, SIMPLES NACION., 542_66C
, TOTAL NA DATA, 542_66C
18.08.2022, SIMPLES NACION., 3.328_46C
, TOTAL NA DATA, 3.328_46C
19.08.2022, SIMPLES NACION., 152_86C
, TOTAL NA DATA, 152_86C
22.08.2022, SIMPLES NACION., 83_86C
, TOTAL NA DATA, 83_86C
23.08.2022, SIMPLES NACION., 1.283_78C
, TOTAL NA DATA, 1.283_78C
24.08.2022, SIMPLES NACION., 13.357_30C
, TOTAL NA DATA, 13.357_30C
25.08.2022, SIMPLES NACION., 148_20C
, TOTAL NA DATA, 148_20C
26.08.2022, SIMPLES NACION., 56_42C
, TOTAL NA DATA, 56_42C
29.08.2022, SIMPLES NACION., 5_00C
, TOTAL NA DATA, 5_00C
30.08.2022, SIMPLES NACION., 19_83C
, TOTAL NA DATA, 19_83C
31.08.2022, SIMPLES NACION., 31_08C
, TOTAL NA DATA, 31_08C
TOTAL POR PARCELA / NATUREZA, , 
, SIMPLES NACION., 24.300_30C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 24.300_30C
ADO   - LC 176/2020 (ADO25), , 
DATA, PARCELA, VALOR DISTRIBUIDO
30.08.2022, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, TOTAL NA DATA, 4.424_80C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, DEBITO FUNDO, 44_69D
, CREDITO FUNDO, 4.469_49C
TOTAL DISTRIBUIDO NO PERIODO, , 
, DEBITO BENEF., 1.453.385_84D
, CREDITO BENEF., 3.350.120_63C
