DATA/PARCELA/VALOR DISTRIBUIDO
FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS, , 
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 11_86D
, DEDUCAO SAUDE, 222_46D
, DEDUCAO FUNDEB, 296_60D
, ITR-CONVENIO, 1.483_08C
, DEBITO FUNDO, 530_92D
, CREDITO FUNDO, 1.483_08C
ICS   - ICMS ESTADUAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
07.06.2022, COTA-PARTE, 49.529_96C
, DEDUCAO SAUDE, 7.429_49D
, DEDUCAO FUNDEB, 9.905_99D
, TOTAL NA DATA, 32.194_48C
14.06.2022, COTA-PARTE, 193.494_73C
, DEDUCAO SAUDE, 29.024_20D
, DEDUCAO FUNDEB, 38.698_94D
, TOTAL NA DATA, 125.771_59C
21.06.2022, COTA-PARTE, 245.412_50C
, DEDUCAO SAUDE, 36.811_87D
, DEDUCAO FUNDEB, 49.082_50D
, TOTAL NA DATA, 159.518_13C
28.06.2022, COTA-PARTE, 121.331_38C
, DEDUCAO SAUDE, 18.199_70D
, DEDUCAO FUNDEB, 24.266_27D
, TOTAL NA DATA, 78.865_41C
TOTAL POR PARCELA / NATUREZA, , 
, COTA-PARTE, 609.768_57C
, DEDUCAO SAUDE, 91.465_26D
, DEDUCAO FUNDEB, 121.953_70D
, DEBITO FUNDO, 213.418_96D
, CREDITO FUNDO, 609.768_57C
CFH   - COMPENSACAO FINANCEIRA RECURSOS HIDRICOS, , 
DATA, PARCELA, VALOR DISTRIBUIDO
30.06.2022, RETENCAO PASEP, 92_81D
, CFH-REC.HIDRICO, 9.281_38C
, TOTAL NA DATA, 9.188_57C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 92_81D
, CFH-REC.HIDRICO, 9.281_38C
, DEBITO FUNDO, 92_81D
, CREDITO FUNDO, 9.281_38C
ITA   - ROYALTIES DE ITAIPU, , 
DATA, PARCELA, VALOR DISTRIBUIDO
15.06.2022, RETENCAO PASEP, 3_62D
, ITA-ROYT.ITAIPU, 362_78C
, TOTAL NA DATA, 359_16C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 3_62D
, ITA-ROYT.ITAIPU, 362_78C
, DEBITO FUNDO, 3_62D
, CREDITO FUNDO, 362_78C
FUS   - FUNDO SAUDE, , 
DATA, PARCELA, VALOR DISTRIBUIDO
07.06.2022, REF.ICMS ESTADO, 7.429_49C
, TOTAL NA DATA, 7.429_49C
10.06.2022, ORIGEM FPM, 114.526_12C
, ORIGEM ITR, 155_09C
, ORIGEM IPM, 590_11C
, TOTAL NA DATA, 115.271_32C
14.06.2022, REF.ICMS ESTADO, 29.024_20C
, TOTAL NA DATA, 29.024_20C
20.06.2022, ORIGEM FPM, 69.000_80C
, ORIGEM ITR, 67_37C
, ORIGEM IPM, 285_76C
, TOTAL NA DATA, 69.353_93C
21.06.2022, REF.ICMS ESTADO, 36.811_87C
, TOTAL NA DATA, 36.811_87C
28.06.2022, REF.ICMS ESTADO, 18.199_70C
, TOTAL NA DATA, 18.199_70C
30.06.2022, ORIGEM FPM, 65.281_64C
, ORIGEM IPM, 145_48C
, TOTAL NA DATA, 65.427_12C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM FPM, 248.808_56C
, REF.ICMS ESTADO, 91.465_26C
, ORIGEM ITR, 222_46C
, ORIGEM IPM, 1.021_35C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 341.517_63C
IPM   - IPI EXPORTACAO - COTA MUNICIPIO, , 
DATA, PARCELA, VALOR DISTRIBUIDO
10.06.2022, DEDUCAO SAUDE, 590_11D
, IPM IPI-MUNIC, 3.147_30C
, TOTAL NA DATA, 2.557_19C
20.06.2022, DEDUCAO SAUDE, 285_76D
, IPM IPI-MUNIC, 1.524_10C
, TOTAL NA DATA, 1.238_34C
30.06.2022, DEDUCAO SAUDE, 145_48D
, IPM IPI-MUNIC, 775_90C
, TOTAL NA DATA, 630_42C
TOTAL POR PARCELA / NATUREZA, , 
, DEDUCAO SAUDE, 1.021_35D
, IPM IPI-MUNIC, 5.447_30C
, DEBITO FUNDO, 1.021_35D
, CREDITO FUNDO, 5.447_30C
RPM   - ROYALTIES PETROLEO COTA MUNICIPAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
15.06.2022, ANP LEI 7990/89, 175_57C
FEB   - FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF, , 
DATA, PARCELA, VALOR DISTRIBUIDO
01.06.2022, ORIGEM IPVA, 9.460_98C
, ORIGEM ITCMD, 2.738_26C
, TOTAL NA DATA, 12.199_24C
07.06.2022, ORIGEM ICMS-EST, 7.008_56C
, TOTAL NA DATA, 7.008_56C
08.06.2022, ORIGEM IPVA, 6.762_37C
, ORIGEM ITCMD, 2.168_46C
, ORIGEM ICMS EST, 27.433_86C
, TOTAL NA DATA, 36.364_69C
10.06.2022, ORIGEM ITR, 181_98C
, ORIGEM IPI-EXP, 2.249_23C
, ORIGEM FPE, 18.404_08C
, ORIGEM FPM, 45.221_49C
, TOTAL NA DATA, 66.056_78C
14.06.2022, ORIGEM ICMS-EST, 27.379_78C
, TOTAL NA DATA, 27.379_78C
15.06.2022, ORIGEM IPVA, 5.918_77C
, ORIGEM ITCMD, 1.630_66C
, ORIGEM ICMS EST, 110.514_86C
, TOTAL NA DATA, 118.064_29C
20.06.2022, ORIGEM ITR, 65_74C
, ORIGEM IPI-EXP, 1.089_20C
, ORIGEM FPE, 11.089_82C
, ORIGEM FPM, 27.245_48C
, TOTAL NA DATA, 39.490_24C
21.06.2022, ORIGEM ICMS-EST, 34.726_21C
, TOTAL NA DATA, 34.726_21C
22.06.2022, ORIGEM IPVA, 4.453_75C
, ORIGEM ITCMD, 1.064_81C
, ORIGEM ICMS EST, 82.139_30C
, TOTAL NA DATA, 87.657_86C
28.06.2022, ORIGEM ICMS-EST, 17.168_56C
, TOTAL NA DATA, 17.168_56C
29.06.2022, ORIGEM IPVA, 4.744_13C
, ORIGEM ITCMD, 2.175_31C
, ORIGEM ICMS EST, 50.982_67C
, TOTAL NA DATA, 57.902_11C
30.06.2022, ORIGEM ITR, 59_78C
, ORIGEM IPI-EXP, 554_50C
, ORIGEM FPE, 10.484_16C
, ORIGEM FPM, 25.776_94C
, TOTAL NA DATA, 36.875_38C
TOTAL POR PARCELA / NATUREZA, , 
, ORIGEM ITR, 307_50C
, ORIGEM IPVA, 31.340_00C
, ORIGEM ITCMD, 9.777_50C
, ORIGEM IPI-EXP, 3.892_93C
, ORIGEM ICMS EST, 271.070_69C
, ORIGEM ICMS-EST, 86.283_11C
, ORIGEM FPE, 39.978_06C
, ORIGEM FPM, 98.243_91C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 540.893_70C
SNA   - SIMPLES NACIONAL, , 
DATA, PARCELA, VALOR DISTRIBUIDO
01.06.2022, SIMPLES NACION., 704_31C
, TOTAL NA DATA, 704_31C
02.06.2022, SIMPLES NACION., 300_24C
, TOTAL NA DATA, 300_24C
03.06.2022, SIMPLES NACION., 10_42C
, TOTAL NA DATA, 10_42C
07.06.2022, SIMPLES NACION., 632_90C
, TOTAL NA DATA, 632_90C
08.06.2022, SIMPLES NACION., 2.025_01C
, TOTAL NA DATA, 2.025_01C
09.06.2022, SIMPLES NACION., 5.853_36C
, TOTAL NA DATA, 5.853_36C
10.06.2022, SIMPLES NACION., 48_35C
, TOTAL NA DATA, 48_35C
13.06.2022, SIMPLES NACION., 5_00C
, TOTAL NA DATA, 5_00C
14.06.2022, SIMPLES NACION., 41_00C
, TOTAL NA DATA, 41_00C
15.06.2022, SIMPLES NACION., 287_38C
, TOTAL NA DATA, 287_38C
17.06.2022, SIMPLES NACION., 59_97C
, TOTAL NA DATA, 59_97C
20.06.2022, SIMPLES NACION., 2.081_66C
, TOTAL NA DATA, 2.081_66C
21.06.2022, SIMPLES NACION., 413_09C
, TOTAL NA DATA, 413_09C
22.06.2022, SIMPLES NACION., 14.752_08C
, TOTAL NA DATA, 14.752_08C
23.06.2022, SIMPLES NACION., 67_98C
, TOTAL NA DATA, 67_98C
24.06.2022, SIMPLES NACION., 59_08C
, TOTAL NA DATA, 59_08C
27.06.2022, SIMPLES NACION., 21_29C
, TOTAL NA DATA, 21_29C
28.06.2022, SIMPLES NACION., 238_63C
, TOTAL NA DATA, 238_63C
29.06.2022, SIMPLES NACION., 3.124_64C
, TOTAL NA DATA, 3.124_64C
30.06.2022, SIMPLES NACION., 15_42C
, TOTAL NA DATA, 15_42C
TOTAL POR PARCELA / NATUREZA, , 
, SIMPLES NACION., 30.741_81C
, DEBITO FUNDO, 0_00D
, CREDITO FUNDO, 30.741_81C
ADO   - LC 176/2020 (ADO25), , 
DATA, PARCELA, VALOR DISTRIBUIDO
30.06.2022, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, TOTAL NA DATA, 4.424_80C
TOTAL POR PARCELA / NATUREZA, , 
, RETENCAO PASEP, 44_69D
, LC 176/2020, 4.469_49C
, DEBITO FUNDO, 44_69D
, CREDITO FUNDO, 4.469_49C
TOTAL DISTRIBUIDO NO PERIODO, , 
, DEBITO BENEF., 1.372.244_99D
, CREDITO BENEF., 3.240.843_03C
