Mes_Referencia;Arquivo_Origem;Quota_Codigo;Quota_Nome;Tipo_Linha;Data;Parcela;Valor_Original;Tipo;Valor_Num
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;86.279_13D;D;-86279.13
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_PARCELA;;DEDUCAO FUNDEB;115.038_85D;D;-115038.85
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;201.317_98D;D;-201317.98
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;575.194_31C;C;575194.31
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;01.02.2022;COTA-PARTE;119.394_46C;C;119394.46
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;01.02.2022;DEDUCAO SAUDE;17.909_16D;D;-17909.16
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;01.02.2022;DEDUCAO FUNDEB;23.878_89D;D;-23878.89
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;TOTAL_NA_DATA;01.02.2022;TOTAL NA DATA;77.606_41C;C;77606.41
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;08.02.2022;COTA-PARTE;50.123_61C;C;50123.61
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;08.02.2022;DEDUCAO SAUDE;7.518_54D;D;-7518.54
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;08.02.2022;DEDUCAO FUNDEB;10.024_72D;D;-10024.72
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;TOTAL_NA_DATA;08.02.2022;TOTAL NA DATA;32.580_35C;C;32580.35
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;15.02.2022;COTA-PARTE;179.238_80C;C;179238.8
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;15.02.2022;DEDUCAO SAUDE;26.885_82D;D;-26885.82
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;15.02.2022;DEDUCAO FUNDEB;35.847_76D;D;-35847.76
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;TOTAL_NA_DATA;15.02.2022;TOTAL NA DATA;116.505_22C;C;116505.22
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;22.02.2022;COTA-PARTE;226.437_44C;C;226437.44
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;22.02.2022;DEDUCAO SAUDE;33.965_61D;D;-33965.61
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;DETALHE;22.02.2022;DEDUCAO FUNDEB;45.287_48D;D;-45287.48
2022-02;demonstrativoDAF (14).csv;ICS;ICMS ESTADUAL;TOTAL_NA_DATA;22.02.2022;TOTAL NA DATA;147.184_35C;C;147184.35
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;1.181_80D;D;-1181.8
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_QUOTA_PARCELA;;IPM IPI-MUNIC;6.303_02C;C;6303.02
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;1.181_80D;D;-1181.8
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;6.303_02C;C;6303.02
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;10.02.2022;DEDUCAO SAUDE;827_05D;D;-827.05
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;10.02.2022;IPM IPI-MUNIC;4.410_99C;C;4410.99
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_NA_DATA;10.02.2022;TOTAL NA DATA;3.583_94C;C;3583.94
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;18.02.2022;DEDUCAO SAUDE;248_57D;D;-248.57
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;18.02.2022;IPM IPI-MUNIC;1.325_73C;C;1325.73
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_NA_DATA;18.02.2022;TOTAL NA DATA;1.077_16C;C;1077.16
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;25.02.2022;DEDUCAO SAUDE;106_18D;D;-106.18
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;25.02.2022;IPM IPI-MUNIC;566_30C;C;566.3
2022-02;demonstrativoDAF (14).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_NA_DATA;25.02.2022;TOTAL NA DATA;460_12C;C;460.12
2022-02;demonstrativoDAF (14).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;4_07D;D;-4.07
2022-02;demonstrativoDAF (14).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_QUOTA_PARCELA;;ITA-ROYT.ITAIPU;407_95C;C;407.95
2022-02;demonstrativoDAF (14).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;4_07D;D;-4.07
2022-02;demonstrativoDAF (14).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;407_95C;C;407.95
2022-02;demonstrativoDAF (14).csv;ITA;ROYALTIES DE ITAIPU;DETALHE;17.02.2022;RETENCAO PASEP;4_07D;D;-4.07
2022-02;demonstrativoDAF (14).csv;ITA;ROYALTIES DE ITAIPU;DETALHE;17.02.2022;ITA-ROYT.ITAIPU;407_95C;C;407.95
2022-02;demonstrativoDAF (14).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_NA_DATA;17.02.2022;TOTAL NA DATA;403_88C;C;403.88
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;92_71D;D;-92.71
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;1.738_67D;D;-1738.67
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_PARCELA;;DEDUCAO FUNDEB;2.318_23D;D;-2318.23
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_PARCELA;;ITR-CONVENIO;11.591_20C;C;11591.2
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;4.149_61D;D;-4149.61
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;11.591_20C;C;11591.2
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;10.02.2022;RETENCAO PASEP;74_99D;D;-74.99
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;10.02.2022;DEDUCAO SAUDE;1.406_10D;D;-1406.1
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;10.02.2022;DEDUCAO FUNDEB;1.874_80D;D;-1874.8
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;10.02.2022;ITR-CONVENIO;9.374_00C;C;9374.0
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_NA_DATA;10.02.2022;TOTAL NA DATA;6.018_11C;C;6018.11
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;18.02.2022;RETENCAO PASEP;7_90D;D;-7.9
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;18.02.2022;DEDUCAO SAUDE;148_28D;D;-148.28
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;18.02.2022;DEDUCAO FUNDEB;197_71D;D;-197.71
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;18.02.2022;ITR-CONVENIO;988_58C;C;988.58
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_NA_DATA;18.02.2022;TOTAL NA DATA;634_69C;C;634.69
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;25.02.2022;RETENCAO PASEP;9_82D;D;-9.82
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;25.02.2022;DEDUCAO SAUDE;184_29D;D;-184.29
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;25.02.2022;DEDUCAO FUNDEB;245_72D;D;-245.72
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;25.02.2022;ITR-CONVENIO;1.228_62C;C;1228.62
2022-02;demonstrativoDAF (14).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_NA_DATA;25.02.2022;TOTAL NA DATA;788_79C;C;788.79
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_QUOTA_PARCELA;;SIMPLES NACION.;20.380_98C;C;20380.98
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;0_00D;D;-0.0
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;20.380_98C;C;20380.98
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;03.02.2022;SIMPLES NACION.;1.213_82C;C;1213.82
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;03.02.2022;TOTAL NA DATA;1.213_82C;C;1213.82
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;04.02.2022;SIMPLES NACION.;251_78C;C;251.78
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;04.02.2022;TOTAL NA DATA;251_78C;C;251.78
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;07.02.2022;SIMPLES NACION.;24_57C;C;24.57
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;07.02.2022;TOTAL NA DATA;24_57C;C;24.57
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;08.02.2022;SIMPLES NACION.;46_40C;C;46.4
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;08.02.2022;TOTAL NA DATA;46_40C;C;46.4
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;09.02.2022;SIMPLES NACION.;89_96C;C;89.96
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;09.02.2022;TOTAL NA DATA;89_96C;C;89.96
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;10.02.2022;SIMPLES NACION.;139_39C;C;139.39
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;10.02.2022;TOTAL NA DATA;139_39C;C;139.39
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;11.02.2022;SIMPLES NACION.;298_98C;C;298.98
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;11.02.2022;TOTAL NA DATA;298_98C;C;298.98
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;14.02.2022;SIMPLES NACION.;37_27C;C;37.27
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;14.02.2022;TOTAL NA DATA;37_27C;C;37.27
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;15.02.2022;SIMPLES NACION.;5_00C;C;5.0
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;15.02.2022;TOTAL NA DATA;5_00C;C;5.0
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;16.02.2022;SIMPLES NACION.;99_16C;C;99.16
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;16.02.2022;TOTAL NA DATA;99_16C;C;99.16
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;17.02.2022;SIMPLES NACION.;4.660_18C;C;4660.18
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;17.02.2022;TOTAL NA DATA;4.660_18C;C;4660.18
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;18.02.2022;SIMPLES NACION.;81_30C;C;81.3
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;18.02.2022;TOTAL NA DATA;81_30C;C;81.3
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;21.02.2022;SIMPLES NACION.;149_91C;C;149.91
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;21.02.2022;TOTAL NA DATA;149_91C;C;149.91
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;22.02.2022;SIMPLES NACION.;418_47C;C;418.47
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;22.02.2022;TOTAL NA DATA;418_47C;C;418.47
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;23.02.2022;SIMPLES NACION.;12.200_40C;C;12200.4
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;23.02.2022;TOTAL NA DATA;12.200_40C;C;12200.4
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;24.02.2022;SIMPLES NACION.;103_82C;C;103.82
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;24.02.2022;TOTAL NA DATA;103_82C;C;103.82
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;DETALHE;25.02.2022;SIMPLES NACION.;560_57C;C;560.57
2022-02;demonstrativoDAF (14).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;25.02.2022;TOTAL NA DATA;560_57C;C;560.57
2022-03;demonstrativoDAF (10).csv;;;TOTAL_PERIODO;;DEBITO BENEF.;1.427.157_57D;D;-1427157.57
2022-03;demonstrativoDAF (10).csv;;;TOTAL_PERIODO;;CREDITO BENEF.;3.150.886_68C;C;3150886.68
2022-03;demonstrativoDAF (10).csv;ADO;LC 176/2020 (ADO25);TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;44_69D;D;-44.69
2022-03;demonstrativoDAF (10).csv;ADO;LC 176/2020 (ADO25);TOTAL_QUOTA_PARCELA;;LC 176/2020;4.469_49C;C;4469.49
2022-03;demonstrativoDAF (10).csv;ADO;LC 176/2020 (ADO25);TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;44_69D;D;-44.69
2022-03;demonstrativoDAF (10).csv;ADO;LC 176/2020 (ADO25);TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;4.469_49C;C;4469.49
2022-03;demonstrativoDAF (10).csv;ADO;LC 176/2020 (ADO25);DETALHE;30.03.2022;RETENCAO PASEP;44_69D;D;-44.69
2022-03;demonstrativoDAF (10).csv;ADO;LC 176/2020 (ADO25);DETALHE;30.03.2022;LC 176/2020;4.469_49C;C;4469.49
2022-03;demonstrativoDAF (10).csv;ADO;LC 176/2020 (ADO25);TOTAL_NA_DATA;30.03.2022;TOTAL NA DATA;4.424_80C;C;4424.8
2022-03;demonstrativoDAF (10).csv;CFH;COMPENSACAO FINANCEIRA RECURSOS HIDRICOS;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;135_46D;D;-135.46
2022-03;demonstrativoDAF (10).csv;CFH;COMPENSACAO FINANCEIRA RECURSOS HIDRICOS;TOTAL_QUOTA_PARCELA;;CFH-REC.HIDRICO;13.546_82C;C;13546.82
2022-03;demonstrativoDAF (10).csv;CFH;COMPENSACAO FINANCEIRA RECURSOS HIDRICOS;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;135_46D;D;-135.46
2022-03;demonstrativoDAF (10).csv;CFH;COMPENSACAO FINANCEIRA RECURSOS HIDRICOS;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;13.546_82C;C;13546.82
2022-03;demonstrativoDAF (10).csv;CFH;COMPENSACAO FINANCEIRA RECURSOS HIDRICOS;DETALHE;02.03.2022;RETENCAO PASEP;135_46D;D;-135.46
2022-03;demonstrativoDAF (10).csv;CFH;COMPENSACAO FINANCEIRA RECURSOS HIDRICOS;DETALHE;02.03.2022;CFH-REC.HIDRICO;13.546_82C;C;13546.82
2022-03;demonstrativoDAF (10).csv;CFH;COMPENSACAO FINANCEIRA RECURSOS HIDRICOS;TOTAL_NA_DATA;02.03.2022;TOTAL NA DATA;13.411_36C;C;13411.36
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM ITR;281_26C;C;281.26
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM IPVA;83.143_80C;C;83143.8
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM ITCMD;12.568_76C;C;12568.76
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM IPI-EXP;5.103_11C;C;5103.11
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM ICMS EST;330.840_76C;C;330840.76
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM ICMS-EST;105.698_37C;C;105698.37
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM FPE;32.389_53C;C;32389.53
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_PARCELA;;ORIGEM FPM;79.627_68C;C;79627.68
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;0_00D;D;-0.0
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;649.653_27C;C;649653.27
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;03.03.2022;ORIGEM IPVA;18.544_52C;C;18544.52
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;03.03.2022;ORIGEM ITCMD;1.964_21C;C;1964.21
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;03.03.2022;ORIGEM ICMS EST;54.928_78C;C;54928.78
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;03.03.2022;ORIGEM ICMS-EST;19.164_37C;C;19164.37
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;03.03.2022;TOTAL NA DATA;94.601_88C;C;94601.88
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;08.03.2022;ORIGEM ICMS-EST;5.976_94C;C;5976.94
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;08.03.2022;TOTAL NA DATA;5.976_94C;C;5976.94
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;09.03.2022;ORIGEM IPVA;11.540_64C;C;11540.64
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;09.03.2022;ORIGEM ITCMD;1.810_12C;C;1810.12
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;09.03.2022;ORIGEM ICMS EST;21.097_68C;C;21097.68
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;09.03.2022;TOTAL NA DATA;34.448_44C;C;34448.44
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;10.03.2022;ORIGEM ITR;174_49C;C;174.49
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;10.03.2022;ORIGEM IPI-EXP;3.628_46C;C;3628.46
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;10.03.2022;ORIGEM FPE;17.690_76C;C;17690.76
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;10.03.2022;ORIGEM FPM;43.454_10C;C;43454.1
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;10.03.2022;TOTAL NA DATA;64.947_81C;C;64947.81
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;15.03.2022;ORIGEM ICMS-EST;25.276_72C;C;25276.72
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;15.03.2022;TOTAL NA DATA;25.276_72C;C;25276.72
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;16.03.2022;ORIGEM IPVA;12.201_30C;C;12201.3
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;16.03.2022;ORIGEM ITCMD;3.735_28C;C;3735.28
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;16.03.2022;ORIGEM ICMS EST;119.660_35C;C;119660.35
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;16.03.2022;TOTAL NA DATA;135.596_93C;C;135596.93
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;18.03.2022;ORIGEM ITR;63_22C;C;63.22
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;18.03.2022;ORIGEM IPI-EXP;1.131_39C;C;1131.39
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;18.03.2022;ORIGEM FPE;3.324_98C;C;3324.98
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;18.03.2022;ORIGEM FPM;8.182_28C;C;8182.28
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;18.03.2022;TOTAL NA DATA;12.701_87C;C;12701.87
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;22.03.2022;ORIGEM ICMS-EST;35.945_41C;C;35945.41
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;22.03.2022;TOTAL NA DATA;35.945_41C;C;35945.41
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;23.03.2022;ORIGEM IPVA;22.532_85C;C;22532.85
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;23.03.2022;ORIGEM ITCMD;1.970_43C;C;1970.43
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;23.03.2022;ORIGEM ICMS EST;76.371_76C;C;76371.76
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;23.03.2022;TOTAL NA DATA;100.875_04C;C;100875.04
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;29.03.2022;ORIGEM ICMS-EST;19.334_93C;C;19334.93
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;29.03.2022;TOTAL NA DATA;19.334_93C;C;19334.93
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.03.2022;ORIGEM ITR;43_55C;C;43.55
2022-03;demonstrativoDAF (10).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.03.2022;ORIGEM IPVA;18.324_49C;C;18324.49
