Mes_Referencia;Arquivo_Origem;Quota_Codigo;Quota_Nome;Tipo_Linha;Data;Parcela;Valor_Original;Tipo;Valor_Num
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;22.06.2022;ORIGEM IPVA;4.453_75C;C;4453.75
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;22.06.2022;ORIGEM ITCMD;1.064_81C;C;1064.81
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;22.06.2022;ORIGEM ICMS EST;82.139_30C;C;82139.3
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;22.06.2022;TOTAL NA DATA;87.657_86C;C;87657.86
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;28.06.2022;ORIGEM ICMS-EST;17.168_56C;C;17168.56
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;28.06.2022;TOTAL NA DATA;17.168_56C;C;17168.56
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;29.06.2022;ORIGEM IPVA;4.744_13C;C;4744.13
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;29.06.2022;ORIGEM ITCMD;2.175_31C;C;2175.31
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;29.06.2022;ORIGEM ICMS EST;50.982_67C;C;50982.67
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;29.06.2022;TOTAL NA DATA;57.902_11C;C;57902.11
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.06.2022;ORIGEM ITR;59_78C;C;59.78
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.06.2022;ORIGEM IPI-EXP;554_50C;C;554.5
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.06.2022;ORIGEM FPE;10.484_16C;C;10484.16
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;DETALHE;30.06.2022;ORIGEM FPM;25.776_94C;C;25776.94
2022-06;demonstrativoDAF (24).csv;FEB;FUNDEB-FNDO MANUT DES EDUC BASICA E VAL PROF;TOTAL_NA_DATA;30.06.2022;TOTAL NA DATA;36.875_38C;C;36875.38
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_QUOTA_PARCELA;;COTA-PARTE;37.977_82C;C;37977.82
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;379_77D;D;-379.77
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;379_77D;D;-379.77
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;37.977_82C;C;37977.82
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;DETALHE;24.06.2022;COTA-PARTE;29.669_31C;C;29669.31
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;DETALHE;24.06.2022;RETENCAO PASEP;296_69D;D;-296.69
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_NA_DATA;24.06.2022;TOTAL NA DATA;29.372_62C;C;29372.62
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;DETALHE;30.06.2022;COTA-PARTE;8.308_51C;C;8308.51
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;DETALHE;30.06.2022;RETENCAO PASEP;83_08D;D;-83.08
2022-06;demonstrativoDAF (24).csv;FEP;FUNDO ESPECIAL DO PETROLEO;TOTAL_NA_DATA;30.06.2022;TOTAL NA DATA;8.225_43C;C;8225.43
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;PARCELA DE IPI;129.449_70C;C;129449.7
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;PARCELA DE IR;1.529.274_20C;C;1529274.2
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;16.587_21D;D;-16587.21
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;RFB-PREV-OB COR;384.128_99D;D;-384128.99
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;RFB-PREV-OB DEV;72.446_73D;D;-72446.73
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;RFB-PREV-PARC60;103.036_62D;D;-103036.62
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;248.808_56D;D;-248808.56
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_PARCELA;;DEDUCAO FUNDEB;331.744_76D;D;-331744.76
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;1.156.752_87D;D;-1156752.87
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;1.658.723_90C;C;1658723.9
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;10.06.2022;PARCELA DE IPI;74.792_45C;C;74792.45
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;10.06.2022;PARCELA DE IR;688.715_07C;C;688715.07
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;10.06.2022;RETENCAO PASEP;7.635_07D;D;-7635.07
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;10.06.2022;RFB-PREV-OB COR;384.128_99D;D;-384128.99
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;10.06.2022;RFB-PREV-OB DEV;72.446_73D;D;-72446.73
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;10.06.2022;RFB-PREV-PARC60;32.069_11D;D;-32069.11
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;10.06.2022;DEDUCAO SAUDE;114.526_12D;D;-114526.12
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;10.06.2022;DEDUCAO FUNDEB;152.701_50D;D;-152701.5
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_NA_DATA;10.06.2022;TOTAL NA DATA;0_00C;C;0.0
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.06.2022;PARCELA DE IPI;36.218_69C;C;36218.69
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.06.2022;PARCELA DE IR;423.786_73C;C;423786.73
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.06.2022;RETENCAO PASEP;4.600_04D;D;-4600.04
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.06.2022;RFB-PREV-PARC60;70.967_51D;D;-70967.51
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.06.2022;DEDUCAO SAUDE;69.000_80D;D;-69000.8
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;20.06.2022;DEDUCAO FUNDEB;92.001_07D;D;-92001.07
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_NA_DATA;20.06.2022;TOTAL NA DATA;223.436_00C;C;223436.0
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.06.2022;PARCELA DE IPI;18.438_56C;C;18438.56
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.06.2022;PARCELA DE IR;416.772_40C;C;416772.4
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.06.2022;RETENCAO PASEP;4.352_10D;D;-4352.1
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.06.2022;DEDUCAO SAUDE;65.281_64D;D;-65281.64
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;DETALHE;30.06.2022;DEDUCAO FUNDEB;87.042_19D;D;-87042.19
2022-06;demonstrativoDAF (24).csv;FPM;FUNDO DE PARTICIPACAO DOS MUNICIPIOS;TOTAL_NA_DATA;30.06.2022;TOTAL NA DATA;278.535_03C;C;278535.03
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_PARCELA;;ORIGEM FPM;248.808_56C;C;248808.56
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_PARCELA;;REF.ICMS ESTADO;91.465_26C;C;91465.26
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_PARCELA;;ORIGEM ITR;222_46C;C;222.46
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_PARCELA;;ORIGEM IPM;1.021_35C;C;1021.35
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;0_00D;D;-0.0
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;341.517_63C;C;341517.63
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;07.06.2022;REF.ICMS ESTADO;7.429_49C;C;7429.49
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;07.06.2022;TOTAL NA DATA;7.429_49C;C;7429.49
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;10.06.2022;ORIGEM FPM;114.526_12C;C;114526.12
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;10.06.2022;ORIGEM ITR;155_09C;C;155.09
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;10.06.2022;ORIGEM IPM;590_11C;C;590.11
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;10.06.2022;TOTAL NA DATA;115.271_32C;C;115271.32
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;14.06.2022;REF.ICMS ESTADO;29.024_20C;C;29024.2
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;14.06.2022;TOTAL NA DATA;29.024_20C;C;29024.2
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;20.06.2022;ORIGEM FPM;69.000_80C;C;69000.8
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;20.06.2022;ORIGEM ITR;67_37C;C;67.37
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;20.06.2022;ORIGEM IPM;285_76C;C;285.76
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;20.06.2022;TOTAL NA DATA;69.353_93C;C;69353.93
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;21.06.2022;REF.ICMS ESTADO;36.811_87C;C;36811.87
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;21.06.2022;TOTAL NA DATA;36.811_87C;C;36811.87
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;28.06.2022;REF.ICMS ESTADO;18.199_70C;C;18199.7
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;28.06.2022;TOTAL NA DATA;18.199_70C;C;18199.7
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;30.06.2022;ORIGEM FPM;65.281_64C;C;65281.64
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;DETALHE;30.06.2022;ORIGEM IPM;145_48C;C;145.48
2022-06;demonstrativoDAF (24).csv;FUS;FUNDO SAUDE;TOTAL_NA_DATA;30.06.2022;TOTAL NA DATA;65.427_12C;C;65427.12
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_PARCELA;;COTA-PARTE;609.768_57C;C;609768.57
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;91.465_26D;D;-91465.26
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_PARCELA;;DEDUCAO FUNDEB;121.953_70D;D;-121953.7
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;213.418_96D;D;-213418.96
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;609.768_57C;C;609768.57
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;07.06.2022;COTA-PARTE;49.529_96C;C;49529.96
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;07.06.2022;DEDUCAO SAUDE;7.429_49D;D;-7429.49
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;07.06.2022;DEDUCAO FUNDEB;9.905_99D;D;-9905.99
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_NA_DATA;07.06.2022;TOTAL NA DATA;32.194_48C;C;32194.48
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;14.06.2022;COTA-PARTE;193.494_73C;C;193494.73
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;14.06.2022;DEDUCAO SAUDE;29.024_20D;D;-29024.2
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;14.06.2022;DEDUCAO FUNDEB;38.698_94D;D;-38698.94
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_NA_DATA;14.06.2022;TOTAL NA DATA;125.771_59C;C;125771.59
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;21.06.2022;COTA-PARTE;245.412_50C;C;245412.5
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;21.06.2022;DEDUCAO SAUDE;36.811_87D;D;-36811.87
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;21.06.2022;DEDUCAO FUNDEB;49.082_50D;D;-49082.5
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_NA_DATA;21.06.2022;TOTAL NA DATA;159.518_13C;C;159518.13
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;28.06.2022;COTA-PARTE;121.331_38C;C;121331.38
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;28.06.2022;DEDUCAO SAUDE;18.199_70D;D;-18199.7
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;DETALHE;28.06.2022;DEDUCAO FUNDEB;24.266_27D;D;-24266.27
2022-06;demonstrativoDAF (24).csv;ICS;ICMS ESTADUAL;TOTAL_NA_DATA;28.06.2022;TOTAL NA DATA;78.865_41C;C;78865.41
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;1.021_35D;D;-1021.35
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_QUOTA_PARCELA;;IPM IPI-MUNIC;5.447_30C;C;5447.3
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;1.021_35D;D;-1021.35
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;5.447_30C;C;5447.3
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;10.06.2022;DEDUCAO SAUDE;590_11D;D;-590.11
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;10.06.2022;IPM IPI-MUNIC;3.147_30C;C;3147.3
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_NA_DATA;10.06.2022;TOTAL NA DATA;2.557_19C;C;2557.19
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;20.06.2022;DEDUCAO SAUDE;285_76D;D;-285.76
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;20.06.2022;IPM IPI-MUNIC;1.524_10C;C;1524.1
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_NA_DATA;20.06.2022;TOTAL NA DATA;1.238_34C;C;1238.34
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;30.06.2022;DEDUCAO SAUDE;145_48D;D;-145.48
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;DETALHE;30.06.2022;IPM IPI-MUNIC;775_90C;C;775.9
2022-06;demonstrativoDAF (24).csv;IPM;IPI EXPORTACAO - COTA MUNICIPIO;TOTAL_NA_DATA;30.06.2022;TOTAL NA DATA;630_42C;C;630.42
2022-06;demonstrativoDAF (24).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;3_62D;D;-3.62
2022-06;demonstrativoDAF (24).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_QUOTA_PARCELA;;ITA-ROYT.ITAIPU;362_78C;C;362.78
2022-06;demonstrativoDAF (24).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;3_62D;D;-3.62
2022-06;demonstrativoDAF (24).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;362_78C;C;362.78
2022-06;demonstrativoDAF (24).csv;ITA;ROYALTIES DE ITAIPU;DETALHE;15.06.2022;RETENCAO PASEP;3_62D;D;-3.62
2022-06;demonstrativoDAF (24).csv;ITA;ROYALTIES DE ITAIPU;DETALHE;15.06.2022;ITA-ROYT.ITAIPU;362_78C;C;362.78
2022-06;demonstrativoDAF (24).csv;ITA;ROYALTIES DE ITAIPU;TOTAL_NA_DATA;15.06.2022;TOTAL NA DATA;359_16C;C;359.16
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_PARCELA;;RETENCAO PASEP;11_86D;D;-11.86
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_PARCELA;;DEDUCAO SAUDE;222_46D;D;-222.46
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_PARCELA;;DEDUCAO FUNDEB;296_60D;D;-296.6
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_PARCELA;;ITR-CONVENIO;1.483_08C;C;1483.08
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;530_92D;D;-530.92
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;1.483_08C;C;1483.08
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;10.06.2022;RETENCAO PASEP;8_27D;D;-8.27
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;10.06.2022;DEDUCAO SAUDE;155_09D;D;-155.09
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;10.06.2022;DEDUCAO FUNDEB;206_78D;D;-206.78
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;10.06.2022;ITR-CONVENIO;1.033_94C;C;1033.94
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_NA_DATA;10.06.2022;TOTAL NA DATA;663_80C;C;663.8
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;20.06.2022;RETENCAO PASEP;3_59D;D;-3.59
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;20.06.2022;DEDUCAO SAUDE;67_37D;D;-67.37
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;20.06.2022;DEDUCAO FUNDEB;89_82D;D;-89.82
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;DETALHE;20.06.2022;ITR-CONVENIO;449_14C;C;449.14
2022-06;demonstrativoDAF (24).csv;ITR;IMPOSTO TERRITORIAL RURAL;TOTAL_NA_DATA;20.06.2022;TOTAL NA DATA;288_36C;C;288.36
2022-06;demonstrativoDAF (24).csv;RPM;ROYALTIES PETROLEO COTA MUNICIPAL;DETALHE;15.06.2022;ANP LEI 7990/89;175_57C;C;175.57
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_QUOTA_PARCELA;;SIMPLES NACION.;30.741_81C;C;30741.81
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_QUOTA_FUNDO;;DEBITO FUNDO;0_00D;D;-0.0
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_QUOTA_FUNDO;;CREDITO FUNDO;30.741_81C;C;30741.81
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;01.06.2022;SIMPLES NACION.;704_31C;C;704.31
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;01.06.2022;TOTAL NA DATA;704_31C;C;704.31
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;02.06.2022;SIMPLES NACION.;300_24C;C;300.24
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;02.06.2022;TOTAL NA DATA;300_24C;C;300.24
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;03.06.2022;SIMPLES NACION.;10_42C;C;10.42
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;03.06.2022;TOTAL NA DATA;10_42C;C;10.42
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;07.06.2022;SIMPLES NACION.;632_90C;C;632.9
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;07.06.2022;TOTAL NA DATA;632_90C;C;632.9
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;08.06.2022;SIMPLES NACION.;2.025_01C;C;2025.01
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;08.06.2022;TOTAL NA DATA;2.025_01C;C;2025.01
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;09.06.2022;SIMPLES NACION.;5.853_36C;C;5853.36
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;09.06.2022;TOTAL NA DATA;5.853_36C;C;5853.36
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;10.06.2022;SIMPLES NACION.;48_35C;C;48.35
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;10.06.2022;TOTAL NA DATA;48_35C;C;48.35
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;13.06.2022;SIMPLES NACION.;5_00C;C;5.0
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;13.06.2022;TOTAL NA DATA;5_00C;C;5.0
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;14.06.2022;SIMPLES NACION.;41_00C;C;41.0
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;14.06.2022;TOTAL NA DATA;41_00C;C;41.0
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;15.06.2022;SIMPLES NACION.;287_38C;C;287.38
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;TOTAL_NA_DATA;15.06.2022;TOTAL NA DATA;287_38C;C;287.38
2022-06;demonstrativoDAF (24).csv;SNA;SIMPLES NACIONAL;DETALHE;17.06.2022;SIMPLES NACION.;59_97C;C;59.97
