Folha;Data_Contabil;Data_Lancamento;Historico;Detalhe;Lote;Banco;Origem;Documento;Valor;Tipo;Saldo;Eh_Cheque;Notas
1/4;13.03.2019;;002-Cheque;;12162;;;851661;2.200,00;D;;Sim;
1/4;13.03.2019;;002-Cheque;;12162;;;851663;2.000,00;D;;Sim;
2/4;13.03.2019;;102-Cheque Compensado;;13079;756;1981;851660;650,00;D;;Sim;
2/4;13.03.2019;;345-BB CP Administrat Supremo;;;;;070;13.825,05;D;0,00 C;Nao;
2/4;15.03.2019;;002-Cheque;;12162;;;851662;250,00;D;;Sim;
2/4;15.03.2019;;002-Cheque;;12162;;;851665;1.170,00;D;;Sim;
2/4;15.03.2019;;002-Cheque;;12162;;;851666;1.148,40;D;;Sim;
2/4;15.03.2019;;002-Cheque;;19640;;;851667;1.170,00;D;;Sim;
2/4;15.03.2019;;002-Cheque;;12162;;;851669;1.951,00;D;;Sim;
2/4;15.03.2019;;002-Cheque;;12162;;;851670;3.850,00;D;;Sim;
2/4;15.03.2019;;002-Cheque;;19640;;;851671;2.000,00;D;;Sim;
2/4;15.03.2019;;002-Cheque;;12162;;;851672;3.850,45;D;;Sim;
2/4;15.03.2019;;855-BB CP Administrat Supremo;;;;;070;15.389,85;C;0,00 C;Nao;
2/4;18.03.2019;;870-Transferência recebida;;99015;;;551765000003519;7.000,00;C;;Nao;
2/4;18.03.2019;;002-Cheque;;12162;;;851675;500,00;D;;Sim;
2/4;18.03.2019;;102-Cheque Compensado;;13079;237;1981;851668;185,00;D;;Sim;
2/4;18.03.2019;;102-Cheque Compensado;;13079;756;1981;851673;1.800,00;D;;Sim;
2/4;18.03.2019;;345-BB CP Administrat Supremo;;;;;070;4.515,00;D;0,00 C;Nao;
2/4;19.03.2019;;870-Transferência recebida;;99015;;;551765000003519;4.845,00;C;;Nao;
2/4;19.03.2019;;870-Transferência recebida;;99015;;;551765000003519;1.385,00;C;;Nao;
2/4;19.03.2019;;870-Transferência recebida;;99015;;;551765000003519;4.600,00;C;;Nao;
2/4;19.03.2019;;870-Transferência recebida;;99015;;;551765000008004;1.800,00;C;;Nao;
2/4;19.03.2019;;002-Cheque;;12162;;;851677;1.200,00;D;;Sim;
2/4;19.03.2019;;002-Cheque;;12162;;;851678;4.845,00;D;;Sim;
2/4;19.03.2019;;002-Cheque;;12162;;;851680;3.850,43;D;;Sim;
2/4;19.03.2019;;002-Cheque;;19640;;;851682;1.800,00;D;;Sim;
2/4;19.03.2019;;345-BB CP Administrat Supremo;;;;;070;934,57;D;0,00 C;Nao;
2/4;20.03.2019;;870-Transferência recebida;;99015;;;551765000003519;3.550,00;C;;Nao;
2/4;20.03.2019;;002-Cheque;;12162;;;851683;1.050,00;D;;Sim;
2/4;20.03.2019;;002-Cheque;;12162;;;851685;1.800,00;D;;Sim;
2/4;20.03.2019;;102-Cheque Compensado;;13079;748;1981;851679;2.950,00;D;;Sim;
2/4;20.03.2019;;102-Cheque Compensado;;13079;756;1981;851681;1.170,00;D;;Sim;
2/4;20.03.2019;;102-Cheque Compensado;;13079;756;1981;851684;700,00;D;;Sim;
2/4;20.03.2019;;855-BB CP Administrat Supremo;;;;;070;4.120,00;C;0,00 C;Nao;
2/4;21.03.2019;;102-Cheque Compensado;;13079;341;1981;851676;150,00;D;;Sim;
2/4;21.03.2019;;855-BB CP Administrat Supremo;;;;;070;150,00;C;0,00 C;Nao;
2/4;22.03.2019;;102-Cheque Compensado;;13079;756;1981;851686;980,00;D;;Sim;
2/4;22.03.2019;;855-BB CP Administrat Supremo;;;;;070;980,00;C;0,00 C;Nao;
3/4;25.03.2019;;002-Cheque;;12162;;;851687;985,44;D;;Sim;
3/4;25.03.2019;;855-BB CP Administrat Supremo;;;;;070;985,44;C;0,00 C;Nao;
3/4;26.03.2019;;870-Transferência recebida;;99015;;;551765000012211;2.000,00;C;;Nao;
3/4;26.03.2019;;002-Cheque;;12162;;;851689;1.542,00;D;;Sim;
3/4;26.03.2019;;102-Cheque Compensado;;13079;1;1981;851674;1.000,00;D;;Sim;
3/4;26.03.2019;;855-BB CP Administrat Supremo;;;;;070;542,00;C;0,00 C;Nao;
3/4;27.03.2019;;102-Cheque Compensado;;13079;1;1981;851664;500,00;D;;Sim;
3/4;27.03.2019;;102-Cheque Compensado;;13079;756;1981;851688;370,00;D;;Sim;
3/4;27.03.2019;;102-Cheque Compensado;;13079;756;1981;851690;3.843,54;D;;Sim;
3/4;27.03.2019;;102-Cheque Compensado;;13079;341;1981;851691;800,00;D;;Sim;
3/4;27.03.2019;;102-Cheque Compensado;;13079;756;1981;851692;500,00;D;;Sim;
3/4;27.03.2019;;855-BB CP Administrat Supremo;;;;;070;259,59;C;;Nao;
3/4;27.03.2019;;603-Cheque Devolvido sem Fundo;;14079;;;851664;500,00;C;;Sim;
3/4;27.03.2019;;603-Cheque Devolvido sem Fundo;;14079;;;851688;370,00;C;;Sim;
3/4;27.03.2019;;603-Cheque Devolvido sem Fundo;;14079;;;851690;3.843,54;C;;Sim;
3/4;27.03.2019;;603-Cheque Devolvido sem Fundo;;14079;;;851691;800,00;C;;Sim;
3/4;27.03.2019;;603-Cheque Devolvido sem Fundo;;14079;;;851692;500,00;C;;Sim;
3/4;27.03.2019;;248-Estorno Resgate Automático;;;;;070;259,59;D;0,00 C;Nao;
3/4;28.03.2019;;870-Transferência recebida;;99015;;;551765000003519;4.340,22;C;;Nao;
3/4;28.03.2019;;870-Transferência recebida;;99015;;;551765000007852;5.753,95;C;;Nao;
3/4;28.03.2019;;002-Cheque;;19640;;;851693;4.340,22;D;;Sim;
3/4;28.03.2019;;202-Taxa BACEN Devolução Docum;;13113;;;851691;1,75;D;;Nao;
3/4;28.03.2019;;345-BB CP Administrat Supremo;;;;;070;5.752,20;D;0,00 C;Nao;
3/4;29.03.2019;;870-Transferência recebida;;99015;;;551765000008004;7.550,00;C;;Nao;
3/4;29.03.2019;;002-Cheque;;12162;;;851664;500,00;D;;Sim;
3/4;29.03.2019;;002-Cheque;;12162;;;851697;150,00;D;;Sim;
3/4;29.03.2019;;275-Tarifa Devolução de Cheque;;13113;;;810880700042551;340,00;D;;Sim;
3/4;29.03.2019;;102-Cheque Compensado;;13079;756;1981;851688;370,00;D;;Sim;
3/4;29.03.2019;;102-Cheque Compensado;;13079;756;1981;851690;3.843,54;D;;Sim;
3/4;29.03.2019;;102-Cheque Compensado;;13079;756;1981;851692;500,00;D;;Sim;
1/3;31.01.2019;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/3;01.02.2019;;102-Cheque Compensado;;13079;341;1981;851588;1.500,00;D;;Sim;
1/3;01.02.2019;;855-BB CP Administrat Supremo;;;;;070;1.500,00;C;0,00 C;Nao;
1/3;04.02.2019;;870-Transferência recebida;;99015;;;551765000007852;3.000,00;C;;Nao;
1/3;04.02.2019;;870-Transferência recebida;;99015;;;551765000008004;3.800,00;C;;Nao;
1/3;04.02.2019;;345-BB CP Administrat Supremo;;;;;070;6.800,00;D;0,00 C;Nao;
1/3;05.02.2019;;002-Cheque;;12162;;;851595;3.800,00;D;;Sim;
1/3;05.02.2019;;002-Cheque;;12162;;;851596;3.000,00;D;;Sim;
1/3;05.02.2019;;855-BB CP Administrat Supremo;;;;;070;6.800,00;C;0,00 C;Nao;
1/3;06.02.2019;;870-Transferência recebida;;99015;;;551765000003519;2.467,00;C;;Nao;
1/3;06.02.2019;;870-Transferência recebida;;99015;;;551765000012211;1.310,88;C;;Nao;
1/3;06.02.2019;;002-Cheque;;19640;;;851598;1.310,88;D;;Sim;
1/3;06.02.2019;;102-Cheque Compensado;;13079;237;1981;851593;232,96;D;;Sim;
1/3;06.02.2019;;345-BB CP Administrat Supremo;;;;;070;2.234,04;D;0,00 C;Nao;
1/3;07.02.2019;;002-Cheque;;19222;;;851599;2.432,00;D;;Sim;
1/3;07.02.2019;;855-BB CP Administrat Supremo;;;;;070;2.432,00;C;0,00 C;Nao;
1/3;08.02.2019;;870-Transferência recebida;;99015;;;551765000003519;3.000,00;C;;Nao;
1/3;08.02.2019;;870-Transferência recebida;;99015;;;551765000014677;3.000,00;C;;Nao;
1/3;08.02.2019;;002-Cheque;;19640;;;851597;3.000,00;D;;Sim;
1/3;08.02.2019;;345-BB CP Administrat Supremo;;;;;070;3.000,00;D;0,00 C;Nao;
1/3;11.02.2019;;870-Transferência recebida;;99015;;;551765000003519;4.137,00;C;;Nao;
1/3;11.02.2019;;102-Cheque Compensado;;13079;756;1981;851600;4.177,40;D;;Sim;
1/3;11.02.2019;;855-BB CP Administrat Supremo;;;;;070;40,40;C;0,00 C;Nao;
1/3;13.02.2019;;870-Transferência recebida;;99015;;;551765000003519;2.000,00;C;;Nao;
1/3;13.02.2019;;870-Transferência recebida;;99015;;;551765000003519;5.000,00;C;;Nao;
1/3;13.02.2019;;870-Transferência recebida;;99015;;;551765000008004;680,00;C;;Nao;
1/3;13.02.2019;;002-Cheque;;19640;;;851621;680,00;D;;Sim;
1/3;13.02.2019;;002-Cheque;;19640;;;851622;1.200,00;D;;Sim;
1/3;13.02.2019;;002-Cheque;;19222;;;851623;1.170,00;D;;Sim;
1/3;13.02.2019;;002-Cheque;;19222;;;851625;2.500,00;D;;Sim;
1/3;13.02.2019;;002-Cheque;;19222;;;851626;600,00;D;;Sim;
1/3;13.02.2019;;002-Cheque;;19222;;;851627;5.000,00;D;;Sim;
1/3;13.02.2019;;855-BB CP Administrat Supremo;;;;;070;3.470,00;C;0,00 C;Nao;
2/3;14.02.2019;;102-Cheque Compensado;;13079;756;1981;851624;150,00;D;;Sim;
2/3;14.02.2019;;855-BB CP Administrat Supremo;;;;;070;150,00;C;0,00 C;Nao;
2/3;15.02.2019;;976-TED-Crédito em Conta;;14175;;;4380513;5.500,00;C;;Nao;
2/3;15.02.2019;;002-Cheque;;12162;;;851629;500,00;D;;Sim;
2/3;15.02.2019;;002-Cheque;;12162;;;851631;3.800,00;D;;Sim;
2/3;15.02.2019;;345-BB CP Administrat Supremo;;;;;070;1.200,00;D;0,00 C;Nao;
2/3;18.02.2019;;870-Transferência recebida;;99015;;;551765000003519;250,00;C;;Nao;
2/3;18.02.2019;;002-Cheque;;12162;;;851632;720,00;D;;Sim;
2/3;18.02.2019;;102-Cheque Compensado;;13079;1;1981;851628;1.000,00;D;;Sim;
2/3;18.02.2019;;855-BB CP Administrat Supremo;;;;;070;1.470,00;C;0,00 C;Nao;
2/3;19.02.2019;;870-Transferência recebida;;99015;;;551765000003519;9.530,00;C;;Nao;
2/3;19.02.2019;;002-Cheque;;12162;;;851630;2.800,00;D;;Sim;
2/3;19.02.2019;;102-Cheque Compensado;;13079;756;1981;851634;250,00;D;;Sim;
2/3;19.02.2019;;102-Cheque Compensado;;13079;341;1981;851635;4.980,55;D;;Sim;
2/3;19.02.2019;;345-BB CP Administrat Supremo;;;;;070;1.499,45;D;0,00 C;Nao;
2/3;20.02.2019;;580-Estorno Autenticação Pagam;;12162;;;851636;196,40;C;;Nao;
2/3;20.02.2019;;870-Transferência recebida;;99015;;;551765000003519;4.207,40;C;;Nao;
2/3;20.02.2019;;002-Cheque;;12162;;;851636;196,40;D;;Sim;
2/3;20.02.2019;;002-Cheque;;12162;;;851636;1.196,40;D;;Sim;
2/3;20.02.2019;;002-Cheque;;19222;;;851638;1.951,00;D;;Sim;
2/3;20.02.2019;;345-BB CP Administrat Supremo;;;;;070;1.060,00;D;0,00 C;Nao;
2/3;21.02.2019;;002-Cheque;;12162;;;851637;900,00;D;;Sim;
2/3;21.02.2019;;102-Cheque Compensado;;13079;748;1981;851633;1.500,00;D;;Sim;
2/3;21.02.2019;;855-BB CP Administrat Supremo;;;;;070;2.400,00;C;0,00 C;Nao;
2/3;25.02.2019;;102-Cheque Compensado;;13079;756;1981;851639;160,00;D;;Sim;
2/3;25.02.2019;;855-BB CP Administrat Supremo;;;;;070;160,00;C;0,00 C;Nao;
2/3;26.02.2019;;976-TED-Crédito em Conta;;14175;;;3721564;3.150,00;C;;Nao;
2/3;26.02.2019;;345-BB CP Administrat Supremo;;;;;070;3.150,00;D;0,00 C;Nao;
2/3;27.02.2019;;870-Transferência recebida;;99015;;;551765000003519;7.000,00;C;;Nao;
2/3;27.02.2019;;976-TED-Crédito em Conta;;14175;;;4920446;2.500,00;C;;Nao;
2/3;27.02.2019;;002-Cheque;;12162;;;851645;300,00;D;;Sim;
2/3;27.02.2019;;002-Cheque;;12162;;;851646;2.500,00;D;;Sim;
2/3;27.02.2019;;002-Cheque;;12162;;;851647;3.500,00;D;;Sim;
2/3;27.02.2019;;102-Cheque Compensado;;13079;341;1981;851640;500,00;D;;Sim;
2/3;27.02.2019;;102-Cheque Compensado;;13079;756;1981;851644;150,00;D;;Sim;
2/3;27.02.2019;;345-BB CP Administrat Supremo;;;;;070;2.550,00;D;0,00 C;Nao;
1/3;21.12.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/3;03.01.2019;;170-Tarifa Reativação Fornec C;;13113;;;860031200074146;10,15;D;;Nao;
1/3;03.01.2019;;855-BB CP Administrat Supremo;;;;;070;10,15;C;0,00 C;Nao;
1/3;07.01.2019;;870-Transferência recebida;;99015;;;551765000009910;9.820,25;C;;Nao;
1/3;07.01.2019;;870-Transferência recebida;;99015;;;551765000012211;5.042,00;C;;Nao;
1/3;07.01.2019;;002-Cheque;;19640;;;851602;5.042,00;D;;Sim;
1/3;07.01.2019;;002-Cheque;;12162;;;851603;5.289,25;D;;Sim;
1/3;07.01.2019;;345-BB CP Administrat Supremo;;;;;070;4.531,00;D;0,00 C;Nao;
1/3;08.01.2019;;002-Cheque;;19222;;;851604;400,00;D;;Sim;
1/3;08.01.2019;;102-Cheque Compensado;;13079;1;1981;851601;2.489,00;D;;Sim;
1/3;08.01.2019;;855-BB CP Administrat Supremo;;;;;070;2.889,00;C;0,00 C;Nao;
1/3;09.01.2019;;870-Transferência recebida;;99015;;;551765000009910;6.000,00;C;;Nao;
1/3;09.01.2019;;976-TED-Crédito em Conta;;14175;;;3287226;500,00;C;;Nao;
1/3;09.01.2019;;002-Cheque;;19222;;;851609;6.000,00;D;;Sim;
1/3;09.01.2019;;345-BB CP Administrat Supremo;;;;;070;500,00;D;0,00 C;Nao;
1/3;10.01.2019;;102-Cheque Compensado;;13079;341;1981;851605;390,41;D;;Sim;
1/3;10.01.2019;;102-Cheque Compensado;;13079;341;1981;851606;500,00;D;;Sim;
1/3;10.01.2019;;102-Cheque Compensado;;13079;756;1981;851612;298,80;D;;Sim;
1/3;10.01.2019;;855-BB CP Administrat Supremo;;;;;070;1.189,21;C;0,00 C;Nao;
1/3;11.01.2019;;870-Transferência recebida;;99015;;;551765000003519;4.200,00;C;;Nao;
1/3;11.01.2019;;002-Cheque;;19222;;;851611;3.000,00;D;;Sim;
1/3;11.01.2019;;002-Cheque;;19222;;;851613;1.200,00;D;0,00 C;Sim;
1/3;14.01.2019;;102-Cheque Compensado;;13079;237;1981;851615;250,00;D;;Sim;
1/3;14.01.2019;;102-Cheque Compensado;;13079;756;1981;851616;400,00;D;;Sim;
1/3;14.01.2019;;855-BB CP Administrat Supremo;;;;;070;650,00;C;0,00 C;Nao;
1/3;15.01.2019;;870-Transferência recebida;;99015;;;551765000003519;6.000,00;C;;Nao;
1/3;15.01.2019;;870-Transferência recebida;;99015;;;551765000003519;1.200,00;C;;Nao;
1/3;15.01.2019;;870-Transferência recebida;;99015;;;551765000007852;2.700,00;C;;Nao;
1/3;15.01.2019;;002-Cheque;;19640;;;851581;1.170,00;D;;Sim;
1/3;15.01.2019;;002-Cheque;;19640;;;851618;2.100,00;D;;Sim;
1/3;15.01.2019;;002-Cheque;;19222;;;851619;2.500,00;D;;Sim;
1/3;15.01.2019;;002-Cheque;;19640;;;851620;2.700,00;D;;Sim;
1/3;15.01.2019;;345-BB CP Administrat Supremo;;;;;070;1.430,00;D;0,00 C;Nao;
2/3;16.01.2019;;870-Transferência recebida;;99015;;;551765000003519;2.500,00;C;;Nao;
2/3;16.01.2019;;870-Transferência recebida;;99015;;;551765000014677;4.000,00;C;;Nao;
2/3;16.01.2019;;870-Transferência recebida;;99015;;;551765000014677;3.200,00;C;;Nao;
2/3;16.01.2019;;976-TED-Crédito em Conta;;14175;;;3170450;4.000,00;C;;Nao;
2/3;16.01.2019;;002-Cheque;;19640;;;851582;3.180,00;D;;Sim;
2/3;16.01.2019;;002-Cheque;;19640;;;851583;3.980,00;D;;Sim;
2/3;16.01.2019;;002-Cheque;;19222;;;851617;980,00;D;;Sim;
2/3;16.01.2019;;102-Cheque Compensado;;13079;104;1981;851607;398,76;D;;Sim;
2/3;16.01.2019;;102-Cheque Compensado;;13079;341;1981;851614;3.000,00;D;;Sim;
2/3;16.01.2019;;345-BB CP Administrat Supremo;;;;;070;2.161,24;D;0,00 C;Nao;
2/3;17.01.2019;;002-Cheque;;19640;;;851584;840,00;D;;Sim;
2/3;17.01.2019;;102-Cheque Compensado;;13079;1;1981;851587;3.980,45;D;;Sim;
2/3;17.01.2019;;855-BB CP Administrat Supremo;;;;;070;4.126,71;C;;Nao;
2/3;17.01.2019;;603-Cheque Devolvido sem Fundo;;14079;;;851587;3.980,45;C;;Sim;
2/3;17.01.2019;;248-Estorno Resgate Automático;;;;;070;4.126,71;D;;Nao;
2/3;17.01.2019;;855-BB CP Administrat Supremo;;;;;070;840,00;C;0,00 C;Nao;
2/3;18.01.2019;;870-Transferência recebida;;99015;;;551765000003519;2.000,00;C;;Nao;
2/3;18.01.2019;;870-Transferência recebida;;99015;;;551765000003519;2.870,00;C;;Nao;
2/3;18.01.2019;;870-Transferência recebida;;99015;;;551765000012930;700,00;C;;Nao;
2/3;18.01.2019;;202-Taxa BACEN Devolução Docum;;13113;;;851587;0,35;D;;Nao;
2/3;18.01.2019;;345-BB CP Administrat Supremo;;;;;070;5.569,65;D;0,00 C;Nao;
2/3;21.01.2019;;275-Tarifa Devolução de Cheque;;13113;;;850210700039672;64,00;D;;Sim;
2/3;21.01.2019;;855-BB CP Administrat Supremo;;;;;070;64,00;C;0,00 C;Nao;
2/3;22.01.2019;;002-Cheque;;12162;;;851587;3.980,45;D;;Sim;
2/3;22.01.2019;;855-BB CP Administrat Supremo;;;;;070;3.980,45;C;0,00 C;Nao;
2/3;24.01.2019;;102-Cheque Compensado;;13079;341;1981;851585;2.000,00;D;;Sim;
2/3;24.01.2019;;855-BB CP Administrat Supremo;;;;;070;2.000,00;C;0,00 C;Nao;
2/3;29.01.2019;;870-Transferência recebida;;99015;;;551765000003519;1.850,00;C;;Nao;
2/3;29.01.2019;;002-Cheque;;12162;;;851590;1.850,00;D;0,00 C;Sim;
2/3;30.01.2019;;870-Transferência recebida;;99015;;;551765000003519;2.000,00;C;;Nao;
2/3;30.01.2019;;870-Transferência recebida;;99015;;;551765000008004;1.900,00;C;;Nao;
2/3;30.01.2019;;002-Cheque;;12162;;;851591;2.000,00;D;;Sim;
2/3;30.01.2019;;002-Cheque;;12162;;;851592;1.900,00;D;0,00 C;Sim;
2/3;31.01.2019;;870-Transferência recebida;;99015;;;551765000008004;3.167,50;C;;Nao;
2/3;31.01.2019;;002-Cheque;;19640;;;851594;3.167,50;D;;Sim;
2/3;31.01.2019;;102-Cheque Compensado;;13079;341;1981;851589;92,00;D;;Sim;
1/3;31.10.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/3;01.11.2018;;275-Tarifa Devolução de Cheque;;13113;;;813050700047246;32,63;D;;Sim;
1/3;01.11.2018;;855-BB CP Administrat Supremo;;;;;070;32,63;C;0,00 C;Nao;
1/3;06.11.2018;;870-Transferência recebida;;99015;;;551765000003519;7.800,00;C;;Nao;
1/3;06.11.2018;;275-Tarifa Devolução de Cheque;;13113;;;823100902863889;31,37;D;;Sim;
1/3;06.11.2018;;102-Cheque Compensado;;13079;1;1981;851533;7.494,36;D;;Sim;
1/3;06.11.2018;;345-BB CP Administrat Supremo;;;;;070;274,27;D;0,00 C;Nao;
1/3;08.11.2018;;870-Transferência recebida;;99015;;;551765000003519;1.400,00;C;;Nao;
1/3;08.11.2018;;002-Cheque;;19640;;;851540;700,00;D;;Sim;
1/3;08.11.2018;;345-BB CP Administrat Supremo;;;;;070;700,00;D;0,00 C;Nao;
1/3;09.11.2018;;870-Transferência recebida;;99015;;;551765000009911;2.500,00;C;;Nao;
1/3;09.11.2018;;002-Cheque;;19640;;;851539;700,00;D;;Sim;
1/3;09.11.2018;;002-Cheque;;12162;;;851541;2.500,00;D;;Sim;
1/3;09.11.2018;;170-Tarifa Reativação Fornec C;;13113;;;863131200102960;10,15;D;;Nao;
1/3;09.11.2018;;855-BB CP Administrat Supremo;;;;;070;710,15;C;0,00 C;Nao;
1/3;12.11.2018;;870-Transferência recebida;;99015;;;551765000003519;815,00;C;;Nao;
1/3;12.11.2018;;976-TED-Crédito em Conta;;14175;;;33500191;1.480,00;C;;Nao;
1/3;12.11.2018;;345-BB CP Administrat Supremo;;;;;070;2.295,00;D;0,00 C;Nao;
1/3;13.11.2018;;870-Transferência recebida;;99015;;;551765000003519;3.700,00;C;;Nao;
1/3;13.11.2018;;870-Transferência recebida;;99015;;;551765000018525;2.500,00;C;;Nao;
1/3;13.11.2018;;002-Cheque;;19640;;;851543;3.000,00;D;;Sim;
1/3;13.11.2018;;002-Cheque;;19640;;;851544;2.500,00;D;;Sim;
1/3;13.11.2018;;002-Cheque;;12162;;;851545;2.300,00;D;;Sim;
1/3;13.11.2018;;102-Cheque Compensado;;13079;341;1981;851546;800,00;D;;Sim;
1/3;13.11.2018;;855-BB CP Administrat Supremo;;;;;070;2.400,00;C;0,00 C;Nao;
1/3;14.11.2018;;870-Transferência recebida;;99015;;;551765000003519;5.531,04;C;;Nao;
1/3;14.11.2018;;002-Cheque;;12162;;;851550;3.291,04;D;;Sim;
1/3;14.11.2018;;102-Cheque Compensado;;13079;1;1981;851538;8.129,63;D;;Sim;
1/3;14.11.2018;;102-Cheque Compensado;;13079;756;1981;851548;200,00;D;;Sim;
1/3;14.11.2018;;855-BB CP Administrat Supremo;;;;;070;159,49;C;;Nao;
1/3;14.11.2018;;603-Cheque Devolvido sem Fundo;;14079;;;851538;8.129,63;C;;Sim;
1/3;14.11.2018;;248-Estorno Resgate Automático;;;;;070;159,49;D;;Nao;
1/3;14.11.2018;;345-BB CP Administrat Supremo;;;;;070;2.040,00;D;0,00 C;Nao;
2/3;16.11.2018;;202-Taxa BACEN Devolução Docum;;13113;;;851538;0,35;D;;Nao;
2/3;16.11.2018;;102-Cheque Compensado;;13079;1;1981;851551;6.000,00;D;;Sim;
2/3;16.11.2018;;855-BB CP Administrat Supremo;;;;;070;2.199,49;C;;Nao;
2/3;16.11.2018;;603-Cheque Devolvido sem Fundo;;14079;;;851551;6.000,00;C;;Sim;
2/3;16.11.2018;;248-Estorno Resgate Automático;;;;;070;2.199,49;D;;Nao;
2/3;16.11.2018;;855-BB CP Administrat Supremo;;;;;070;1,00;C;;Nao;
2/3;16.11.2018;;345-BB CP Administrat Supremo;;;;;070;0,65;D;0,00 C;Nao;
2/3;19.11.2018;;870-Transferência recebida;;99015;;;551765000003519;11.000,00;C;;Nao;
2/3;19.11.2018;;870-Transferência recebida;;99015;;;551765000003519;4.769,63;C;;Nao;
2/3;19.11.2018;;202-Taxa BACEN Devolução Docum;;13113;;;851551;0,35;D;;Nao;
2/3;19.11.2018;;275-Tarifa Devolução de Cheque;;13113;;;843230700057817;64,00;D;;Sim;
2/3;19.11.2018;;102-Cheque Compensado;;13079;1;1981;851538;8.129,63;D;;Sim;
2/3;19.11.2018;;102-Cheque Compensado;;13079;341;1981;851542;700,00;D;;Sim;
2/3;19.11.2018;;345-BB CP Administrat Supremo;;;;;070;6.875,65;D;0,00 C;Nao;
2/3;20.11.2018;;870-Transferência recebida;;99015;;;551765000003519;1.690,00;C;;Nao;
2/3;20.11.2018;;870-Transferência recebida;;99015;;;551765000003519;1.000,00;C;;Nao;
2/3;20.11.2018;;002-Cheque;;19222;;;851547;4.500,00;D;;Sim;
2/3;20.11.2018;;002-Cheque;;19640;;;851552;6.000,57;D;;Sim;
2/3;20.11.2018;;002-Cheque;;12162;;;851553;1.190,00;D;;Sim;
2/3;20.11.2018;;275-Tarifa Devolução de Cheque;;13113;;;813240700058219;64,00;D;;Sim;
2/3;20.11.2018;;102-Cheque Compensado;;13079;1;1981;851551;6.000,00;D;;Sim;
2/3;20.11.2018;;855-BB CP Administrat Supremo;;;;;070;9.075,95;C;;Nao;
2/3;20.11.2018;;603-Cheque Devolvido sem Fundo;;14079;;;851551;6.000,00;C;;Sim;
2/3;20.11.2018;;248-Estorno Resgate Automático;;;;;070;9.075,95;D;;Nao;
2/3;20.11.2018;;855-BB CP Administrat Supremo;;;;;070;9.064,57;C;0,00 C;Nao;
2/3;21.11.2018;;870-Transferência recebida;;99015;;;551765000003519;3.000,00;C;;Nao;
2/3;21.11.2018;;870-Transferência recebida;;99015;;;551765000008004;3.000,00;C;;Nao;
2/3;21.11.2018;;202-Taxa BACEN Devolução Docum;;13113;;;851551;0,35;D;;Nao;
2/3;21.11.2018;;102-Cheque Compensado;;13079;341;1981;851549;940,00;D;;Sim;
2/3;21.11.2018;;345-BB CP Administrat Supremo;;;;;070;5.059,65;D;0,00 C;Nao;
2/3;22.11.2018;;002-Cheque;;12162;;;851556;1.631,07;D;;Sim;
2/3;22.11.2018;;002-Cheque;;19640;;;851558;1.200,00;D;;Sim;
2/3;22.11.2018;;275-Tarifa Devolução de Cheque;;13113;;;813260700050225;64,00;D;;Sim;
2/3;22.11.2018;;102-Cheque Compensado;;13079;1;1981;851554;500,00;D;;Sim;
2/3;22.11.2018;;855-BB CP Administrat Supremo;;;;;070;3.395,07;C;0,00 C;Nao;
2/3;23.11.2018;;870-Transferência recebida;;99015;;;551765000003519;2.000,00;C;;Nao;
1/2;29.11.2018;;Saldo anterior;;;;;;;;0,00 C;Nao;
1/2;04.12.2018;;870-Transferência recebida;;99015;;;551765000003519;5.000,00;C;;Nao;
1/2;04.12.2018;;870-Transferência recebida;;99015;;;551765000003519;1.500,00;C;;Nao;
1/2;04.12.2018;;002-Cheque;;12162;;;851566;1.500,00;D;;Sim;
1/2;04.12.2018;;002-Cheque;;12162;;;851570;3.280,00;D;;Sim;
1/2;04.12.2018;;345-BB CP Administrat Supremo;;;;;070;1.720,00;D;0,00 C;Nao;
1/2;05.12.2018;;976-TED-Crédito em Conta;;14175;;;4280408;8.871,18;C;;Nao;
1/2;05.12.2018;;002-Cheque;;12162;;;851568;4.100,00;D;;Sim;
1/2;05.12.2018;;102-Cheque Compensado;;13079;1;1981;851567;4.600,00;D;;Sim;
1/2;05.12.2018;;345-BB CP Administrat Supremo;;;;;070;171,18;D;0,00 C;Nao;
1/2;06.12.2018;;870-Transferência recebida;;99015;;;551765000003519;1.200,00;C;;Nao;
1/2;06.12.2018;;002-Cheque;;12162;;;851573;1.200,00;D;0,00 C;Sim;
1/2;07.12.2018;;976-TED-Crédito em Conta;;14175;;;3456162;7.100,00;C;;Nao;
1/2;07.12.2018;;002-Cheque;;19640;;;851565;2.000,00;D;;Sim;
1/2;07.12.2018;;002-Cheque;;12162;;;851571;4.503,00;D;;Sim;
1/2;07.12.2018;;002-Cheque;;19640;;;851572;2.500,00;D;;Sim;
1/2;07.12.2018;;855-BB CP Administrat Supremo;;;;;070;1.903,00;C;0,00 C;Nao;
1/2;10.12.2018;;870-Transferência recebida;;99015;;;551765000003519;2.700,00;C;;Nao;
1/2;10.12.2018;;870-Transferência recebida;;99015;;;551765000012211;2.500,00;C;;Nao;
1/2;10.12.2018;;002-Cheque;;19222;;;851575;2.500,00;D;;Sim;
1/2;10.12.2018;;002-Cheque;;19222;;;851576;2.680,00;D;;Sim;
